date,equity,positions
2020-03-03,97662.27,10
2020-03-04,101647.8,10
2020-03-05,99478.13,10
2020-03-06,98678.04,10
2020-03-09,93222.37,10
2020-03-10,96374.78,10
2020-03-11,91867.28,10
2020-03-12,84336.81,10
2020-03-13,90599.5,10
2020-03-16,82264.82,10
2020-03-17,84385.66,7
2020-03-18,81442.82,7
2020-03-19,82054.51,7
2020-03-20,81011.36,7
2020-03-23,81054.01,7
2020-03-24,84525.49,5
2020-03-25,84375.15,5
2020-03-26,86397.81,5
2020-03-27,85107.73,5
2020-03-30,86336.89,5
2020-03-31,86196.52,1
2020-04-01,86346.69,1
2020-04-02,86415.87,1
2020-04-03,86441.82,1
2020-04-06,86412.73,1
2020-04-07,86298.73,1
2020-04-08,86220.11,1
2020-04-09,86238.98,1
2020-04-13,86140.7,1
2020-04-14,87718.19,3
2020-04-15,86722.58,3
2020-04-16,87997.28,3
2020-04-17,88728.72,3
2020-04-20,87707.86,3
2020-04-21,84838.12,4
2020-04-22,87247.86,4
2020-04-23,86959.79,4
2020-04-24,88388.75,4
2020-04-27,88823.44,4
2020-04-28,87690.9,4
2020-04-29,90570.59,4
2020-04-30,90243.75,4
2020-05-01,88133.2,4
2020-05-04,89040.84,4
2020-05-05,89951.98,6
2020-05-06,90329.87,6
2020-05-07,91610.44,6
2020-05-08,92621.66,6
2020-05-11,93176.62,6
2020-05-12,91568.97,7
2020-05-13,90455.27,7
2020-05-14,91505.41,7
2020-05-15,91939.15,7
2020-05-18,93446.9,7
2020-05-19,93237.21,7
2020-05-20,94974.4,7
2020-05-21,93970.99,7
2020-05-22,94333.69,7
2020-05-26,94029.99,7
2020-05-27,94474.64,7
2020-05-28,94299.26,7
2020-05-29,95544.86,7
2020-06-01,95562.71,7
2020-06-02,96209.56,8
2020-06-03,96597.62,8
2020-06-04,95790.32,8
2020-06-05,97682.16,8
2020-06-08,98286.73,8
2020-06-09,98920.4,9
2020-06-10,100349.75,9
2020-06-11,95747.72,9
2020-06-12,96528.32,9
2020-06-15,97453.85,9
2020-06-16,98984.42,9
2020-06-17,99185.87,9
2020-06-18,99590.17,9
2020-06-19,99283.11,9
2020-06-22,100650.59,9
2020-06-23,101280.38,9
2020-06-24,99439.05,9
2020-06-25,100456.8,9
2020-06-26,98620.78,9
2020-06-29,99556.34,9
2020-06-30,101170.78,10
2020-07-01,101750.72,10
2020-07-02,102333.79,10
2020-07-06,104221.71,10
2020-07-07,103554.92,10
2020-07-08,104873.31,10
2020-07-09,105625.45,10
2020-07-10,105878.36,10
2020-07-13,103962.01,10
2020-07-14,104828.96,10
