kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_sig_date,sig_sig_w_close,sig_sig_w_ema,sig_sig_w_sma,sig_sig_d_close,sig_sig_d_ema,sig_sig_d_sma,sig_sig_h_close,sig_sig_h_atr,sig_gap_w,sig_atr_dist,sig_freshness_days,sig_emasma_score,sig_mtf_score,sig_early_score,sig_near_score
BUY,10,QQQ,2020-03-03,208.33,47.98,,,5.0,,,,,,,2020-03-02,199.6,208.29,191.95,207.66,209.72,214.13,,,3.99,,999,0.8,,1.8,
BUY,1,SMH,2020-03-03,66.03,151.37,,,5.0,,,,,,,2020-03-02,63.54,67.04,60.3,65.78,66.7,69.29,,,5.37,,999,1.07,,1.7,
BUY,6,TLT,2020-03-03,127.13,78.62,,,5.0,,,,,,,2020-03-02,137.84,122.96,114.98,127.23,124.22,118.41,,,19.88,,999,3.98,,1.0,
BUY,2,VGT,2020-03-03,29.77,335.74,,,5.0,,,,,,,2020-03-02,28.12,29.76,27.25,29.58,29.88,30.76,,,3.2,,999,0.64,,1.8,
BUY,3,VUG,2020-03-03,29.67,336.87,,,5.0,,,,,,,2020-03-02,28.3,29.75,27.83,29.52,29.91,30.61,,,1.7,,999,0.34,,1.9,
BUY,4,XLK,2020-03-03,44.54,224.41,,,5.0,,,,,,,2020-03-02,42.12,44.38,40.39,44.29,44.61,45.83,,,4.28,,999,0.86,,1.8,
BUY,7,XLP,2020-03-03,51.53,193.96,,,5.0,,,,,,,2020-03-02,51.83,52.52,51.14,51.45,51.94,53.27,,,1.36,,999,0.27,,1.9,
BUY,9,XLRE,2020-03-03,31.13,321.07,,,5.0,,,,,,,2020-03-02,30.97,31.57,30.78,31.07,31.76,31.99,,,0.61,,999,0.12,,2.0,
BUY,5,XLU,2020-03-03,26.94,371.01,,,5.0,,,,,,,2020-03-02,27.45,27.27,25.77,26.93,27.36,27.59,,,6.52,,999,1.3,,1.7,
BUY,8,XLV,2020-03-03,87.46,114.28,,,5.0,,,,,,,2020-03-02,87.41,89.59,85.17,87.38,88.31,91.74,,,2.63,,999,0.53,,1.9,
SELL,7,XLP,2020-03-17,45.31,193.96,2020-03-03,51.53,5.0,4.39,-1206.46,-1210.85,-12.11,10,rotation (out of top-N),2020-03-16,42.45,49.97,50.96,43.35,48.21,52.35,,,-16.7,,999,-3.34,,2.8,
SELL,9,XLRE,2020-03-17,24.36,321.07,2020-03-03,31.13,5.0,3.91,-2173.66,-2177.57,-21.79,10,rotation (out of top-N),2020-03-16,21.85,29.33,30.56,25.58,28.75,31.54,,,-28.51,,999,-5.7,,3.4,
SELL,5,XLU,2020-03-17,21.52,371.01,2020-03-03,26.94,5.0,3.99,-2010.87,-2014.86,-20.16,10,rotation (out of top-N),2020-03-16,19.56,25.32,25.64,21.35,24.7,27.35,,,-23.72,,999,-4.74,,3.2,
SELL,3,VUG,2020-03-24,23.24,336.87,2020-03-03,29.67,5.0,3.91,-2166.09,-2170.0,-21.71,15,rotation (out of top-N),2020-03-23,24.73,27.3,27.72,22.05,24.13,28.86,,,-10.8,,999,-2.16,,2.5,
SELL,8,XLV,2020-03-24,70.55,114.28,2020-03-03,87.46,5.0,4.03,-1932.49,-1936.52,-19.37,15,rotation (out of top-N),2020-03-23,76.8,83.55,84.81,67.47,75.85,86.94,,,-9.44,,999,-1.89,,2.5,
SELL,10,QQQ,2020-03-31,184.17,47.98,2020-03-03,208.33,5.0,4.42,-1159.12,-1163.54,-11.64,20,rotation (out of top-N),2020-03-30,176.33,190.22,191.9,184.66,178.33,199.5,,,-8.11,,999,-1.62,,2.4,
SELL,1,SMH,2020-03-31,57.69,151.37,2020-03-03,66.03,5.0,4.37,-1262.43,-1266.8,-12.67,20,rotation (out of top-N),2020-03-30,53.98,59.74,60.66,57.57,55.32,62.82,,,-11.01,,999,-2.2,,2.6,
SELL,2,VGT,2020-03-31,25.85,335.74,2020-03-03,29.77,5.0,4.34,-1316.1,-1320.44,-13.21,20,rotation (out of top-N),2020-03-30,24.24,26.79,27.23,25.88,24.88,28.26,,,-10.98,,999,-2.2,,2.5,
SELL,4,XLK,2020-03-31,38.91,224.41,2020-03-03,44.54,5.0,4.37,-1263.4,-1267.77,-12.68,20,rotation (out of top-N),2020-03-30,36.73,40.22,40.46,39.0,37.45,42.33,,,-9.22,,999,-1.84,,2.5,
