symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
AEHR,1,0.0,-1890036.39,-1890036.39,-8.97,-8.97,-8.97,9.0
AES,1,100.0,4890.27,4890.27,5.66,5.66,5.66,5.0
AGL,4,50.0,8676073.97,2169018.49,57.53,238.55,-5.41,8.0
ALAB,1,100.0,4568927.42,4568927.42,85.16,85.16,85.16,37.0
ALB,2,100.0,195838.66,97919.33,10.4,16.86,3.95,7.0
ALL,2,50.0,522.55,261.28,1.03,3.68,-1.63,5.0
AMD,4,75.0,80335.61,20083.9,4.12,11.43,-0.17,7.5
AMT,1,100.0,4766.38,4766.38,2.0,2.0,2.0,5.0
ANET,1,0.0,-4159.46,-4159.46,-0.63,-0.63,-0.63,5.0
ANF,1,0.0,-602459.8,-602459.8,-3.04,-3.04,-3.04,2.0
APH,1,100.0,11090.24,11090.24,4.5,4.5,4.5,5.0
APP,12,50.0,-17494.24,-1457.85,2.09,43.84,-16.8,10.8
AVGO,1,100.0,25679.51,25679.51,4.39,4.39,4.39,5.0
AWK,1,100.0,4251.99,4251.99,1.76,1.76,1.76,10.0
AXON,1,0.0,-1989.48,-1989.48,-0.91,-0.91,-0.91,5.0
BAND,1,100.0,392282.98,392282.98,10.0,10.0,10.0,5.0
BAX,1,0.0,-536669.41,-536669.41,-2.69,-2.69,-2.69,1.0
BXC,1,0.0,-969137.13,-969137.13,-4.94,-4.94,-4.94,7.0
CBRL,1,100.0,1519908.43,1519908.43,15.7,15.7,15.7,5.0
CCL,1,0.0,-4618.5,-4618.5,-2.86,-2.86,-2.86,5.0
CEG,1,100.0,2982.56,2982.56,1.88,1.88,1.88,5.0
CF,2,100.0,378364.74,189182.37,13.4,22.68,4.13,10.0
CIEN,6,83.3,695333.97,115888.99,6.45,23.07,-8.3,7.8
COHR,6,66.7,1778448.15,296408.02,20.63,75.3,-9.57,14.8
COIN,6,83.3,198958.52,33159.75,14.32,48.75,-10.8,25.3
COOK,1,0.0,-109401.01,-109401.01,-1.13,-1.13,-1.13,9.0
CORT,1,0.0,-932959.46,-932959.46,-4.76,-4.76,-4.76,3.0
CRDO,1,100.0,2887896.02,2887896.02,23.23,23.23,23.23,9.0
CRWD,1,100.0,4826.99,4826.99,12.45,12.45,12.45,9.0
CSGP,1,100.0,608.38,608.38,0.25,0.25,0.25,5.0
CVNA,8,87.5,123148.13,15393.52,20.85,62.52,-5.25,28.9
CVS,2,50.0,-1875.37,-937.69,-0.41,1.56,-2.38,7.5
DASH,1,100.0,996.73,996.73,0.99,0.99,0.99,5.0
DECK,2,50.0,103.95,51.98,0.92,4.35,-2.51,5.0
DELL,3,66.7,394017.04,131339.01,6.26,12.9,-3.06,6.7
DG,1,0.0,-5952.6,-5952.6,-2.64,-2.64,-2.64,5.0
DOW,1,100.0,140951.4,140951.4,4.7,4.7,4.7,5.0
DXCM,1,100.0,17802.55,17802.55,6.91,6.91,6.91,5.0
ELF,1,100.0,474669.85,474669.85,2.42,2.42,2.42,2.0
ESTC,1,0.0,-806088.06,-806088.06,-4.06,-4.06,-4.06,2.0
EXPE,3,100.0,39984.62,13328.21,5.45,8.5,1.52,4.7
FBRX,2,50.0,27455716.4,13727858.2,136.25,272.55,-0.05,11.5
FIX,3,66.7,465470.84,155156.95,4.82,14.2,-1.29,5.0
FSLR,3,66.7,30945.42,10315.14,9.71,30.65,-7.64,11.0
FTNT,1,100.0,6500.04,6500.04,6.41,6.41,6.41,10.0
GDDY,1,100.0,986.95,986.95,3.13,3.13,3.13,5.0
GLW,1,100.0,212384.14,212384.14,9.42,9.42,9.42,4.0
HNGE,1,100.0,2645641.09,2645641.09,13.62,13.62,13.62,3.0
HOOD,14,71.4,386923.18,27637.37,9.54,53.84,-14.06,12.4
IESC,1,0.0,-1050972.3,-1050972.3,-1.73,-1.73,-1.73,1.0
INOD,1,0.0,-104108.69,-104108.69,-2.41,-2.41,-2.41,24.0
INTC,4,50.0,950062.69,237515.67,12.39,31.46,-3.61,11.0
IVZ,1,100.0,40720.71,40720.71,8.46,8.46,8.46,5.0
KDP,1,0.0,-1488.11,-1488.11,-0.63,-0.63,-0.63,4.0
LITE,12,75.0,2593831.32,216152.61,15.18,52.24,-8.55,10.7
LYB,2,100.0,457956.42,228978.21,11.66,13.78,9.55,5.0
MAN,1,100.0,194091.86,194091.86,1.99,1.99,1.99,5.0
MMM,1,0.0,-2242.19,-2242.19,-2.17,-2.17,-2.17,5.0
MNPR,3,100.0,2129226.7,709742.23,5.7,12.79,1.27,6.3
MNST,1,100.0,2596.64,2596.64,1.31,1.31,1.31,10.0
MRNA,4,100.0,451976.04,112994.01,11.69,23.7,0.01,13.8
MU,1,100.0,11583.93,11583.93,1.39,1.39,1.39,9.0
NCLH,2,100.0,40864.87,20432.44,13.21,18.42,8.0,5.0
NEM,1,100.0,35974.19,35974.19,15.13,15.13,15.13,14.0
NOC,1,0.0,-22405.12,-22405.12,-9.44,-9.44,-9.44,4.0
NRG,1,100.0,20259.79,20259.79,7.16,7.16,7.16,5.0
NTAP,1,0.0,-839411.05,-839411.05,-6.32,-6.32,-6.32,5.0
NVDA,2,50.0,6456.57,3228.28,1.65,7.54,-4.25,9.0
ORCL,2,100.0,109094.95,54547.48,14.68,18.93,10.43,9.5
P,1,100.0,380406.34,380406.34,1.81,1.81,1.81,9.0
PENG,1,100.0,1443658.99,1443658.99,36.81,36.81,36.81,10.0
PGR,1,0.0,-748.85,-748.85,-2.36,-2.36,-2.36,5.0
PLTR,15,66.7,193983.9,12932.26,5.68,28.81,-19.52,11.9
RMD,1,100.0,625.62,625.62,0.74,0.74,0.74,5.0
RVTY,1,0.0,-3942.1,-3942.1,-3.81,-3.81,-3.81,5.0
SEZL,1,0.0,-313286.69,-313286.69,-3.11,-3.11,-3.11,10.0
SMCI,9,44.4,108465.38,12051.71,14.69,141.36,-16.55,11.2
SNDK,1,100.0,317780.37,317780.37,10.6,10.6,10.6,5.0
SNOW,1,100.0,694838.63,694838.63,3.54,3.54,3.54,1.0
STX,3,100.0,203348.91,67782.97,8.28,14.38,2.63,4.7
TEAM,3,66.7,1111339.99,370446.66,2.01,7.19,-1.34,2.7
TER,1,0.0,-12713.54,-12713.54,-1.87,-1.87,-1.87,5.0
TNET,1,0.0,-21153.9,-21153.9,-0.11,-0.11,-0.11,1.0
TPL,3,33.3,102237.69,34079.23,0.83,6.28,-3.52,6.3
TSLA,5,40.0,21471.4,4294.28,-1.7,6.17,-7.53,8.2
UAL,2,100.0,78809.54,39404.77,27.52,48.8,6.24,15.0
UBER,1,0.0,-9529.84,-9529.84,-3.24,-3.24,-3.24,9.0
ULTA,1,0.0,-5394.66,-5394.66,-1.58,-1.58,-1.58,5.0
VRT,4,100.0,30708.7,7677.18,16.46,24.2,6.96,23.2
VRTX,2,0.0,-4986.45,-2493.23,-1.02,-0.18,-1.86,5.0
VST,7,71.4,137786.11,19683.73,13.58,42.17,-13.41,11.7
WBD,3,100.0,86688.89,28896.3,5.39,8.13,0.75,6.7
WDC,7,85.7,565352.14,80764.59,5.26,19.45,-9.56,5.6
WRB,1,0.0,-17718.04,-17718.04,-7.24,-7.24,-7.24,5.0
XYZ,1,100.0,11151.11,11151.11,4.92,4.92,4.92,5.0
ZBH,1,100.0,2578.12,2578.12,1.07,1.07,1.07,5.0
