year,01,02,03,04,05,06,07,08,09,10,11,12,annual_%
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,15.77,-5.57,-12.72,-10.27,26.65,27.88,38.66
2024,-3.2,42.66,29.19,0.76,25.2,7.91,-0.35,10.96,20.24,30.98,17.71,-0.99,392.82
2025,12.74,1.08,-4.19,5.27,21.9,48.92,13.35,4.31,28.34,15.4,25.58,17.22,437.85
2026,16.29,28.35,24.17,61.64,142.47,25.32,73.93,2.37,-2.35,0.0,0.0,0.0,1482.81
