kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_sig_date,sig_sig_w_close,sig_sig_w_ema,sig_sig_w_sma,sig_sig_d_close,sig_sig_d_ema,sig_sig_d_sma,sig_sig_h_close,sig_sig_h_atr,sig_gap_w,sig_atr_dist,sig_freshness_days,sig_emasma_score,sig_mtf_score,sig_early_score,sig_near_score
BUY,1,TSLA,2023-07-05,279.0,358.24,,,49.98,,,,,,,2023-07-03,274.44,234.04,190.46,279.9,259.26,216.79,279.01,271.76,44.1,2.6,28,5,5.5,2.3,2.8
BUY,4,APP,2023-07-11,27.24,0.2,,,0.0,,,,,,,2023-07-10,28.15,23.99,16.67,27.07,25.71,24.18,27.07,26.46,68.84,2.25,63,5,5.4,-0.0,2.5
BUY,8,CCL,2023-07-11,19.12,0.29,,,0.0,,,,,,,2023-07-10,17.06,15.0,10.7,19.09,17.92,13.85,19.09,18.66,59.39,2.27,161,5,4.5,-1.0,1.5
BUY,5,COHR,2023-07-11,52.66,0.11,,,0.0,,,,,,,2023-07-10,50.45,45.22,38.55,51.78,49.85,41.11,51.78,50.38,30.85,2.71,28,5,4.9,3.0,2.7
BUY,6,COIN,2023-07-11,80.89,0.07,,,0.0,,,,,,,2023-07-10,105.42,71.8,58.77,81.21,74.24,61.84,81.21,77.82,79.38,4.17,119,5,5.8,-1.0,0.2
BUY,10,CVNA,2023-07-11,6.92,0.8,,,0.0,,,,,,,2023-07-10,7.54,4.62,2.36,6.85,5.44,3.81,6.85,6.24,219.35,9.01,35,5,7.4,1.4,1.4
BUY,3,DDOG,2023-07-11,102.08,0.05,,,0.0,,,,,,,2023-07-10,108.5,94.79,79.24,101.42,97.9,95.04,101.42,98.06,36.93,3.32,49,5,5.2,2.3,2.0
BUY,2,HOOD,2023-07-11,11.46,0.48,,,0.0,,,,,,,2023-07-10,12.38,10.2,9.66,11.21,10.45,9.45,11.21,10.85,28.12,3.21,7,5,5.4,3.5,2.9
BUY,7,PLTR,2023-07-11,16.5,0.34,,,0.0,,,,,,,2023-07-10,16.4,14.04,9.33,16.3,15.41,14.02,16.3,15.78,75.75,3.19,91,5,5.6,-0.5,1.4
BUY,9,SMCI,2023-07-11,27.49,0.2,,,0.0,,,,,,,2023-07-10,29.51,22.69,12.34,26.98,24.95,21.6,26.98,25.97,139.17,3.75,448,5,5.5,-1,0.5
