symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
AEHR,1,0.0,-283474.14,-283474.14,-6.41,-6.41,-6.41,11.0
AES,1,100.0,2970.35,2970.35,5.66,5.66,5.66,5.0
AGL,4,25.0,2268554.16,567138.54,52.39,238.55,-19.61,10.5
AIG,1,100.0,3977.48,3977.48,3.59,3.59,3.59,5.0
ALAB,1,100.0,1585202.02,1585202.02,85.16,85.16,85.16,37.0
ALB,3,66.7,91175.05,30391.68,7.85,24.65,-5.04,9.3
ALL,1,100.0,913.14,913.14,4.19,4.19,4.19,15.0
AMD,4,75.0,56586.59,14146.65,7.01,15.42,-2.73,11.2
AMT,1,100.0,838.01,838.01,0.73,0.73,0.73,14.0
ANET,3,66.7,41322.73,13774.24,6.11,13.29,-0.63,8.0
ANF,1,0.0,-138984.41,-138984.41,-3.04,-3.04,-3.04,2.0
AOS,1,100.0,146.41,146.41,0.68,0.68,0.68,5.0
APA,2,100.0,2995.54,1497.77,1.31,1.43,1.2,9.0
APH,1,100.0,5278.37,5278.37,4.5,4.5,4.5,5.0
APP,13,69.2,84856.8,6527.45,12.29,65.74,-8.55,18.7
ARM,1,100.0,302725.01,302725.01,10.29,10.29,10.29,5.0
AVGO,3,66.7,11470.51,3823.5,1.62,4.39,-1.89,6.3
AWK,1,0.0,-1686.49,-1686.49,-1.49,-1.49,-1.49,15.0
AXON,1,0.0,-906.59,-906.59,-0.91,-0.91,-0.91,5.0
AXP,1,100.0,673.51,673.51,2.2,2.2,2.2,5.0
BAND,1,100.0,130841.34,130841.34,10.0,10.0,10.0,5.0
BAX,1,0.0,-66935.34,-66935.34,-1.34,-1.34,-1.34,2.0
BXC,1,100.0,674156.88,674156.88,13.66,13.66,13.66,8.0
BXP,1,100.0,95.97,95.97,0.39,0.39,0.39,5.0
CBRL,2,50.0,532124.45,266062.22,11.61,24.06,-0.84,5.0
CCL,1,100.0,6181.24,6181.24,11.46,11.46,11.46,10.0
CEG,2,100.0,25058.54,12529.27,9.22,16.57,1.88,7.0
CF,3,100.0,158396.51,52798.84,10.58,22.68,4.13,8.3
CHTR,2,0.0,-9586.9,-4793.45,-3.46,-0.47,-6.44,7.0
CI,1,100.0,2747.4,2747.4,2.47,2.47,2.47,5.0
CIEN,8,75.0,570445.27,71305.66,14.49,48.03,-8.3,12.0
COHR,10,90.0,685649.08,68564.91,15.94,75.3,-9.57,13.3
COIN,7,71.4,81049.69,11578.53,14.41,48.75,-11.97,24.6
COO,1,100.0,15953.38,15953.38,4.04,4.04,4.04,5.0
COOK,1,0.0,-104254.66,-104254.66,-4.37,-4.37,-4.37,18.0
CORT,1,0.0,-237068.37,-237068.37,-4.76,-4.76,-4.76,3.0
CRDO,2,50.0,667217.41,333608.71,11.37,23.23,-0.49,7.0
CRL,1,100.0,207552.96,207552.96,4.69,4.69,4.69,2.0
CRWD,2,100.0,4274.96,2137.48,8.6,15.1,2.1,12.0
CRWV,1,0.0,-852207.18,-852207.18,-16.64,-16.64,-16.64,4.0
CSGP,1,0.0,-1000.66,-1000.66,-0.89,-0.89,-0.89,10.0
CSW,1,0.0,-155840.45,-155840.45,-3.07,-3.07,-3.07,1.0
CVNA,8,87.5,107490.83,13436.35,26.97,71.92,-5.25,30.6
CVS,2,50.0,6045.9,3022.95,2.73,7.83,-2.38,15.0
DASH,1,100.0,1695.36,1695.36,3.56,3.56,3.56,15.0
DDOG,3,33.3,148350.64,49450.21,8.45,42.32,-12.23,6.7
DECK,2,50.0,170.11,85.06,0.92,4.35,-2.51,5.0
DELL,5,60.0,147536.25,29507.25,2.21,12.9,-8.71,6.8
DG,1,0.0,-2935.0,-2935.0,-2.64,-2.64,-2.64,5.0
DLR,1,0.0,-702.8,-702.8,-3.08,-3.08,-3.08,5.0
DLTR,1,100.0,11935.48,11935.48,10.17,10.17,10.17,10.0
DOC,1,100.0,182.58,182.58,0.72,0.72,0.72,9.0
DOW,2,100.0,76557.67,38278.83,4.45,4.7,4.19,5.0
DPZ,1,100.0,5867.37,5867.37,5.29,5.29,5.29,5.0
DXCM,1,100.0,8385.9,8385.9,6.91,6.91,6.91,5.0
ED,1,0.0,-725.79,-725.79,-0.64,-0.64,-0.64,15.0
ELF,1,100.0,107103.11,107103.11,2.42,2.42,2.42,2.0
ESTC,1,0.0,-185960.42,-185960.42,-4.06,-4.06,-4.06,2.0
EXPE,2,100.0,19875.51,9937.76,15.07,23.81,6.33,12.0
FBRX,2,50.0,8812722.09,4406361.04,136.25,272.55,-0.05,11.5
FIX,5,60.0,140585.83,28117.17,4.07,14.2,-4.11,5.0
FROG,1,100.0,327918.61,327918.61,10.3,10.3,10.3,4.0
FSLR,4,75.0,16752.26,4188.06,7.39,30.65,-7.64,9.2
FTNT,1,100.0,3395.21,3395.21,7.01,7.01,7.01,19.0
GD,1,100.0,214.48,214.48,0.98,0.98,0.98,5.0
GDDY,1,100.0,696.59,696.59,3.13,3.13,3.13,5.0
GEN,1,100.0,20.5,20.5,0.1,0.1,0.1,4.0
GLW,1,100.0,80918.37,80918.37,9.42,9.42,9.42,4.0
HAL,2,100.0,7249.76,3624.88,3.06,4.63,1.5,5.0
HNGE,1,100.0,672406.44,672406.44,13.62,13.62,13.62,3.0
HOOD,14,71.4,175346.77,12524.77,9.86,53.84,-11.7,19.0
HPE,1,0.0,-88814.45,-88814.45,-1.75,-1.75,-1.75,1.0
HUM,1,0.0,-215.06,-215.06,-0.99,-0.99,-0.99,5.0
IDXX,1,0.0,-8855.55,-8855.55,-3.9,-3.9,-3.9,5.0
IESC,1,0.0,-397491.81,-397491.81,-1.73,-1.73,-1.73,1.0
INOD,1,0.0,-34755.76,-34755.76,-2.41,-2.41,-2.41,24.0
INTC,3,66.7,362832.49,120944.16,17.74,31.5,-1.83,16.3
IVZ,1,100.0,16173.21,16173.21,8.46,8.46,8.46,5.0
JBL,1,100.0,874.41,874.41,4.74,4.74,4.74,5.0
KDP,1,0.0,-699.1,-699.1,-0.63,-0.63,-0.63,4.0
KEY,1,100.0,2403.91,2403.91,11.43,11.43,11.43,10.0
LEN,1,0.0,-80.82,-80.82,-0.3,-0.3,-0.3,13.0
LITE,8,62.5,1226034.72,153254.34,33.78,112.18,-8.26,23.9
LULU,1,0.0,-5116.58,-5116.58,-4.73,-4.73,-4.73,5.0
LYB,2,100.0,222624.47,111312.23,15.1,25.85,4.34,10.0
MAN,1,100.0,41708.59,41708.59,1.99,1.99,1.99,5.0
MMM,1,0.0,-1082.16,-1082.16,-2.17,-2.17,-2.17,5.0
MNPR,4,75.0,643530.61,160882.65,5.46,21.79,-1.43,7.2
MNST,1,100.0,1361.63,1361.63,1.31,1.31,1.31,10.0
MOS,2,100.0,13488.71,6744.35,5.51,7.79,3.23,5.0
MPC,1,0.0,-67.44,-67.44,-0.38,-0.38,-0.38,5.0
MRNA,6,83.3,324756.05,54126.01,6.78,23.7,-10.72,10.2
MTD,1,100.0,957.87,957.87,1.88,1.88,1.88,5.0
MU,6,83.3,330003.33,55000.55,8.97,21.34,-4.16,7.0
NBIS,1,0.0,-1111282.87,-1111282.87,-21.69,-21.69,-21.69,4.0
NCLH,2,100.0,21940.71,10970.35,17.79,18.78,16.79,17.5
NEM,1,100.0,16763.19,16763.19,15.13,15.13,15.13,14.0
NOC,1,0.0,-3467.58,-3467.58,-3.13,-3.13,-3.13,9.0
NRG,1,100.0,9277.81,9277.81,7.16,7.16,7.16,5.0
NTAP,1,0.0,-205016.42,-205016.42,-6.32,-6.32,-6.32,5.0
NVDA,4,25.0,-6042.79,-1510.7,-3.94,1.03,-8.02,12.0
ORCL,3,100.0,55140.08,18380.03,10.7,18.93,2.74,8.0
P,1,100.0,88876.74,88876.74,1.81,1.81,1.81,9.0
PAYC,1,100.0,68395.42,68395.42,1.52,1.52,1.52,2.0
PENG,3,66.7,590866.44,196955.48,23.74,91.41,-29.72,13.0
PGR,1,0.0,-514.79,-514.79,-2.36,-2.36,-2.36,5.0
PLTR,12,83.3,119175.36,9931.28,9.77,51.48,-10.32,19.6
PYPL,1,100.0,2616.95,2616.95,5.5,5.5,5.5,5.0
QLYS,1,0.0,-17790.44,-17790.44,-0.36,-0.36,-0.36,5.0
RMD,1,100.0,382.3,382.3,0.74,0.74,0.74,5.0
RVTY,1,0.0,-1902.6,-1902.6,-3.81,-3.81,-3.81,5.0
SAFT,1,100.0,199.31,199.31,0.01,0.01,0.01,5.0
SEZL,2,50.0,-79553.87,-39776.93,-0.65,13.42,-14.71,10.0
SJM,1,0.0,-920.02,-920.02,-0.83,-0.83,-0.83,4.0
SMCI,8,62.5,373225.71,46653.21,14.76,108.81,-9.77,17.6
SNDK,1,100.0,75229.13,75229.13,6.56,6.56,6.56,10.0
SNOW,1,100.0,176561.01,176561.01,3.54,3.54,3.54,1.0
STX,9,77.8,319291.23,35476.8,6.39,15.72,-2.42,7.0
SW,1,100.0,595.44,595.44,3.48,3.48,3.48,5.0
SWK,1,0.0,-933.61,-933.61,-1.96,-1.96,-1.96,5.0
TEAM,3,66.7,316338.99,105446.33,2.01,7.19,-1.34,2.7
TER,2,0.0,-26927.13,-13463.57,-4.08,-1.87,-6.3,7.5
TMUS,1,100.0,888.8,888.8,4.15,4.15,4.15,5.0
TNET,1,0.0,-5375.28,-5375.28,-0.11,-0.11,-0.11,1.0
TPL,7,57.1,32276.07,4610.87,0.79,12.15,-16.36,8.4
TPR,1,100.0,7564.09,7564.09,6.95,6.95,6.95,9.0
TSLA,6,33.3,-3582.39,-597.06,-4.58,6.17,-19.94,10.0
TWST,1,100.0,573231.33,573231.33,23.39,23.39,23.39,5.0
UAL,5,60.0,50946.5,10189.3,11.99,48.8,-1.71,11.4
UBER,1,0.0,-3531.27,-3531.27,-3.24,-3.24,-3.24,9.0
ULTA,1,0.0,-2411.05,-2411.05,-1.58,-1.58,-1.58,5.0
UNH,1,0.0,-46.91,-46.91,-0.09,-0.09,-0.09,5.0
VEEV,1,100.0,10761.39,10761.39,0.24,0.24,0.24,2.0
VLO,1,0.0,-341.11,-341.11,-1.98,-1.98,-1.98,5.0
VRT,5,100.0,23878.9,4775.78,17.42,39.24,6.75,30.2
VRTX,2,0.0,-2343.88,-1171.94,-1.02,-0.18,-1.86,5.0
VST,6,100.0,72911.2,12151.87,16.88,39.36,0.65,22.3
WBD,4,100.0,43875.58,10968.9,4.57,8.13,1.12,7.5
WDC,8,75.0,656194.83,82024.35,15.77,62.39,-4.72,13.6
WRB,1,0.0,-8332.85,-8332.85,-7.24,-7.24,-7.24,5.0
WSM,1,0.0,-249.41,-249.41,-1.43,-1.43,-1.43,5.0
XMTR,1,100.0,749456.69,749456.69,57.3,57.3,57.3,19.0
XYZ,3,66.7,14891.93,4963.98,4.68,9.59,-0.48,11.0
ZBH,1,100.0,1203.78,1203.78,1.07,1.07,1.07,5.0
