kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_buy_sig_date,sig_buy_sig_w_close,sig_buy_mtf_score,sig_buy_emasma_score,sig_buy_early_score,sig_buy_near_score,sig_buy_gap_w,sig_buy_atr_dist,sig_buy_freshness_days,sig_sell_sig_date,sig_sell_sig_w_close,sig_sell_mtf_score,sig_sell_emasma_score,sig_sell_early_score,sig_sell_near_score,sig_sell_gap_w,sig_sell_atr_dist,sig_sell_freshness_days
SELL,1,TSLA,2023-07-18,290.24,358.24,2023-07-05,279.0,49.98,51.99,4026.66,3974.67,3.98,9,rotation (out of top-N),2023-07-03,274.44,5.5,5,2.3,2.8,44.1,2.6,28,2023-07-17,259.84,4.7,5,2.6,2.6,34.43,2.59,42
SELL,2,HOOD,2023-07-25,12.77,0.73,2023-07-11,11.46,0.0,0.0,0.95,0.94,11.33,10,rotation (out of top-N),2023-07-10,12.38,5.4,5,3.5,2.9,28.12,3.21,7,2023-07-24,12.71,4.6,5,3.2,3.2,29.72,2.21,21
SELL,3,APP,2023-10-10,41.7,0.31,2023-07-11,27.24,0.0,0.01,4.42,4.42,53.01,64,rotation (out of top-N),2023-07-10,28.15,5.4,5,-0.0,2.5,68.84,2.25,63,2023-10-09,38.53,4.3,5,-0.8,1.6,56.9,2.16,154
SELL,4,COIN,2023-08-15,81.05,0.1,2023-07-11,80.89,0.0,0.0,0.02,0.01,0.15,25,rotation (out of top-N),2023-07-10,105.42,5.8,5,-1.0,0.2,79.38,4.17,119,2023-08-14,73.2,2.7,3.71,1.1,2.4,18.56,2.59,154
SELL,5,PLTR,2023-08-22,14.8,0.5,2023-07-11,16.5,0.0,0.0,-0.86,-0.86,-10.32,30,rotation (out of top-N),2023-07-10,16.4,5.6,5,-0.5,1.4,75.75,3.19,91,2023-08-21,14.52,4.0,5,0.1,0.9,37.69,3.1,133
SELL,6,SMCI,2023-08-22,25.85,0.3,2023-07-11,27.49,0.0,0.0,-0.5,-0.5,-6.01,30,rotation (out of top-N),2023-07-10,29.51,5.5,5,-1,0.5,139.17,3.75,448,2023-08-21,25.39,5.3,5,-1,0.7,63.04,3.43,490
SELL,7,CVNA,2023-10-03,7.79,1.2,2023-07-11,6.92,0.0,0.0,1.05,1.04,12.49,59,rotation (out of top-N),2023-07-10,7.54,7.4,5,1.4,1.4,219.35,9.01,35,2023-10-02,7.53,6.0,5,-1.0,0.0,68.97,4.84,119
SELL,8,NVDA,2023-07-25,44.91,2225.69,2023-07-18,46.67,51.94,49.98,-3917.21,-3967.18,-3.82,5,rotation (out of top-N),2023-07-17,44.3,5.0,5,-1,1.0,72.8,2.94,182,2023-07-24,46.71,4.6,5,-1,1.4,76.31,2.33,189
SELL,9,CCL,2023-08-01,18.02,2853.14,2023-07-25,17.51,24.98,25.71,1455.1,1429.39,2.86,5,rotation (out of top-N),2023-07-24,18.29,4.7,5,-1,1.3,62.96,2.53,175,2023-07-31,17.0,3.6,5,-0.4,1.8,48.77,1.73,182
SELL,10,TSLA,2023-08-01,266.25,183.33,2023-07-25,272.51,24.98,24.41,-1147.63,-1172.03,-2.35,5,rotation (out of top-N),2023-07-24,266.54,4.9,5,2.3,2.3,36.98,2.83,49,2023-07-31,253.76,4.0,5,2.6,2.6,29.99,2.14,56
