kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_buy_sig_date,sig_buy_sig_w_close,sig_buy_mtf_score,sig_buy_emasma_score,sig_buy_early_score,sig_buy_near_score,sig_buy_gap_w,sig_buy_atr_dist,sig_buy_freshness_days,sig_sell_sig_date,sig_sell_sig_w_close,sig_sell_mtf_score,sig_sell_emasma_score,sig_sell_early_score,sig_sell_near_score,sig_sell_gap_w,sig_sell_atr_dist,sig_sell_freshness_days
SELL,1,TSLA,2023-07-11,268.63,358.24,2023-07-05,279.0,49.98,48.12,-3714.99,-3763.1,-3.76,4,rotation (out of top-N),2023-07-03,274.44,5.5,5,2.3,2.8,44.1,2.6,28,2023-07-10,281.39,5.3,5,2.1,2.9,46.62,2.34,35
SELL,2,APP,2023-07-18,28.41,706.23,2023-07-11,27.24,9.62,10.03,826.29,816.26,4.24,5,rotation (out of top-N),2023-07-10,28.15,5.4,5,-0.0,2.5,68.84,2.25,63,2023-07-17,28.09,5.0,5,-0.2,2.7,65.93,1.71,70
SELL,3,COIN,2023-08-01,95.88,237.84,2023-07-11,80.89,9.62,11.4,3566.42,3555.02,18.48,15,rotation (out of top-N),2023-07-10,105.42,5.8,5,-1.0,0.2,79.38,4.17,119,2023-07-31,87.3,4.5,5,-0.2,0.7,43.61,3.41,140
SELL,4,PLTR,2023-08-22,14.8,1166.28,2023-07-11,16.5,9.62,8.63,-1976.84,-1985.47,-10.32,30,rotation (out of top-N),2023-07-10,16.4,5.6,5,-0.5,1.4,75.75,3.19,91,2023-08-21,14.52,4.0,5,0.1,0.9,37.69,3.1,133
SELL,5,SMCI,2023-08-22,25.85,699.81,2023-07-11,27.49,9.62,9.05,-1147.69,-1156.73,-6.01,30,rotation (out of top-N),2023-07-10,29.51,5.5,5,-1,0.5,139.17,3.75,448,2023-08-21,25.39,5.3,5,-1,0.7,63.04,3.43,490
SELL,6,CVNA,2023-10-03,7.79,2780.83,2023-07-11,6.92,9.62,10.83,2413.76,2402.93,12.49,59,rotation (out of top-N),2023-07-10,7.54,7.4,5,1.4,1.4,219.35,9.01,35,2023-10-02,7.53,6.0,5,-1.0,0.0,68.97,4.84,119
SELL,7,HOOD,2023-07-25,12.77,1612.53,2023-07-18,12.46,10.05,10.29,491.82,481.53,2.4,5,rotation (out of top-N),2023-07-17,12.76,5.2,5,3.2,2.8,31.14,2.88,14,2023-07-24,12.71,4.6,5,3.2,3.2,29.72,2.21,21
SELL,8,APP,2023-10-10,41.7,719.98,2023-07-25,28.57,10.29,15.01,9449.71,9434.7,45.86,54,rotation (out of top-N),2023-07-24,31.26,5.3,5,-0.3,2.1,80.98,2.41,77,2023-10-09,38.53,4.3,5,-0.8,1.6,56.9,2.16,154
SELL,9,DLR,2023-08-08,110.22,200.51,2023-08-01,113.67,11.4,11.05,-691.75,-702.8,-3.08,5,rotation (out of top-N),2023-07-31,110.02,4.6,3.19,3.5,3.2,15.94,3.72,42,2023-08-07,110.33,3.0,3.1,3.4,4.6,15.52,1.51,49
SELL,10,VRT,2023-10-31,37.83,623.64,2023-08-08,35.42,11.04,11.8,1502.96,1491.17,6.75,59,rotation (out of top-N),2023-08-07,33.4,5.3,5,-1,0.7,90.95,3.48,280,2023-10-30,40.28,5.0,5,-1,1.0,63.66,3.02,364
SELL,11,MPC,2023-08-29,135.11,130.3,2023-08-22,135.56,8.83,8.8,-58.63,-67.44,-0.38,5,rotation (out of top-N),2023-08-21,136.06,3.5,3.75,3.6,4.6,18.75,1.55,28,2023-08-28,137.91,3.5,3.96,3.4,4.4,19.8,1.6,35
SELL,12,NVDA,2023-09-12,44.7,367.37,2023-08-22,48.08,8.83,8.21,-1241.72,-1249.93,-7.08,14,rotation (out of top-N),2023-08-21,45.97,4.5,5,-0.8,1.3,56.53,2.49,217,2023-09-11,43.85,3.5,5,0.1,1.5,38.94,2.31,238
SELL,13,APA,2023-09-12,39.12,456.67,2023-08-29,38.55,8.8,8.93,260.3,251.37,1.43,9,rotation (out of top-N),2023-08-28,40.5,3.8,3.18,4.0,4.9,15.89,1.89,14,2023-09-11,38.12,3.1,1.82,4.1,5.5,9.12,1.71,28
SELL,14,SW,2023-09-19,34.63,512.13,2023-09-12,33.45,8.57,8.87,604.31,595.44,3.48,5,rotation (out of top-N),2023-09-11,33.86,3.9,3.32,3.9,4.8,16.58,1.95,14,2023-09-18,32.67,3.1,2.48,4.0,5.6,12.38,1.27,21
SELL,15,TSLA,2023-09-19,264.2,63.27,2023-09-12,270.75,8.57,8.36,-414.12,-422.47,-2.47,5,rotation (out of top-N),2023-09-11,274.44,4.0,5,0.6,1.5,34.98,2.82,98,2023-09-18,244.85,2.9,3.81,1.3,2.6,19.04,2.55,105
SELL,16,VLO,2023-09-26,133.99,126.01,2023-09-19,136.63,8.61,8.44,-332.67,-341.11,-1.98,5,rotation (out of top-N),2023-09-18,134.31,3.4,3.14,3.6,4.7,15.69,1.77,35,2023-09-25,130.95,3.1,2.47,3.7,4.9,12.34,1.77,42
SELL,17,CF,2023-09-26,80.38,224.85,2023-09-19,76.57,8.61,9.04,856.69,847.66,4.92,5,rotation (out of top-N),2023-09-18,79.04,3.3,1.99,4.3,5.7,9.97,1.62,14,2023-09-25,80.4,3.1,2.4,4.1,5.6,12.0,1.33,21
SELL,18,WSM,2023-10-03,73.7,233.78,2023-09-26,74.73,8.74,8.61,-240.79,-249.41,-1.43,5,rotation (out of top-N),2023-09-25,74.39,3.5,4.67,1.3,2.3,23.37,2.81,91,2023-10-02,74.4,2.6,4.47,1.2,3.1,22.34,1.6,98
SELL,19,TPL,2023-10-03,189.99,87.09,2023-09-26,200.61,8.74,8.27,-924.85,-933.12,-5.34,5,rotation (out of top-N),2023-09-25,198.5,3.5,1.0,4.7,6.3,5.01,1.82,0,2023-10-02,193.66,3.6,0.64,4.7,6.0,3.22,2.33,7
SELL,20,JBL,2023-10-10,133.49,144.93,2023-10-03,127.39,9.23,9.67,884.08,874.41,4.74,5,rotation (out of top-N),2023-10-02,129.24,3.1,5,0.1,1.8,38.17,1.79,357,2023-10-09,135.14,3.1,5,-0.1,2.0,41.91,1.47,364
SELL,21,CF,2023-10-10,80.94,237.65,2023-10-03,77.69,9.23,9.62,772.35,762.73,4.13,5,rotation (out of top-N),2023-10-02,75.93,3.2,1.17,4.2,5.6,5.87,2.08,28,2023-10-09,79.32,3.4,2.11,3.9,4.9,10.55,2.24,35
SELL,22,HAL,2023-10-10,38.87,497.25,2023-10-03,37.13,9.23,9.66,865.21,855.55,4.63,5,rotation (out of top-N),2023-10-02,36.46,3.1,1.65,2.5,4.4,8.26,2.55,63,2023-10-09,39.98,3.4,3.7,1.9,3.3,18.48,2.47,70
SELL,23,SMCI,2023-10-17,27.97,744.68,2023-10-10,29.5,10.98,10.41,-1139.37,-1149.78,-5.23,5,rotation (out of top-N),2023-10-09,28.51,4.7,5,-0.6,0.9,51.41,3.18,539,2023-10-16,24.86,3.6,5,0.5,0.9,29.14,3.28,546
SELL,24,GD,2023-10-17,230.22,96.4,2023-10-10,227.88,10.98,11.1,225.58,214.48,0.98,5,rotation (out of top-N),2023-10-09,231.39,4.2,2.12,4.5,5.3,10.58,2.46,0,2023-10-16,223.67,3.0,1.38,4.5,6.4,6.89,1.14,7
SELL,25,PLTR,2023-12-05,18.27,1215.73,2023-10-10,18.07,10.98,11.1,237.07,225.96,1.03,39,rotation (out of top-N),2023-10-09,17.39,5.2,5,-0.2,0.0,43.81,4.56,182,2023-12-04,17.77,4.0,5,0.7,0.7,25.1,4.16,238
SELL,26,CRWD,2023-10-17,185.47,120.99,2023-10-10,181.57,10.98,11.22,471.86,460.64,2.1,5,rotation (out of top-N),2023-10-09,185.69,3.6,5,0.4,1.0,32.51,2.94,140,2023-10-16,178.76,2.5,5,0.7,2.3,25.79,1.74,147
SELL,27,PGR,2023-10-24,141.18,150.94,2023-10-17,144.52,10.91,10.65,-504.14,-514.79,-2.36,5,rotation (out of top-N),2023-10-16,141.62,3.9,2.83,3.8,4.5,14.17,2.48,28,2023-10-23,140.09,2.7,2.48,3.8,5.5,12.4,1.05,35
SELL,28,HUM,2023-10-24,503.58,42.91,2023-10-17,508.34,10.91,10.8,-204.26,-215.06,-0.99,5,rotation (out of top-N),2023-10-16,504.46,3.8,1.37,4.7,5.9,6.84,2.15,0,2023-10-23,493.61,2.7,0.89,4.7,6.9,4.46,0.87,7
SELL,29,ALL,2023-11-07,123.22,184.53,2023-10-17,118.21,10.91,11.37,924.51,913.14,4.19,15,rotation (out of top-N),2023-10-16,116.34,4.0,1.7,4.6,5.6,8.51,2.39,0,2023-11-06,123.03,3.2,2.9,3.9,5.3,14.51,1.29,21
SELL,30,SMCI,2023-10-31,23.48,824.85,2023-10-24,26.01,10.73,9.68,-2086.88,-2096.56,-9.77,5,rotation (out of top-N),2023-10-23,24.14,3.8,4.54,0.9,1.1,22.7,3.93,553,2023-10-30,25.48,3.6,5,0.7,1.1,26.61,3.37,560
SELL,31,TPL,2023-10-31,200.19,106.88,2023-10-24,200.73,10.73,10.7,-57.72,-68.41,-0.32,5,rotation (out of top-N),2023-10-23,195.56,3.2,1.17,4.2,5.6,5.87,2.07,28,2023-10-30,197.5,3.2,1.54,4.0,5.2,7.68,2.11,35
SELL,32,AOS,2023-11-07,67.31,320.83,2023-10-31,66.82,10.72,10.8,157.21,146.41,0.68,5,rotation (out of top-N),2023-10-30,68.3,3.3,0.96,4.8,6.5,4.81,1.53,0,2023-11-06,69.43,3.1,1.27,4.6,6.3,6.37,1.36,7
SELL,33,DECK,2023-11-07,102.49,218.37,2023-10-31,98.17,10.72,11.19,943.38,932.19,4.35,5,rotation (out of top-N),2023-10-30,99.47,3.8,4.29,0.9,1.1,21.45,4.12,434,2023-11-06,105.43,2.3,5,0.6,2.3,27.31,1.39,441
SELL,34,TMUS,2023-11-07,141.23,158.17,2023-10-31,135.54,10.72,11.17,899.97,888.8,4.15,5,rotation (out of top-N),2023-10-30,141.04,3.3,1.02,4.7,6.5,5.08,1.54,0,2023-11-06,141.24,2.8,1.04,4.6,6.7,5.18,0.95,7
SELL,35,GDDY,2023-11-14,89.16,257.48,2023-11-07,86.41,11.12,11.48,708.07,696.59,3.13,5,rotation (out of top-N),2023-11-06,87.6,5.0,3.42,4.0,3.9,17.1,3.35,7,2023-11-13,91.96,3.4,4.49,3.6,5.0,22.47,0.74,14
SELL,36,COIN,2024-01-23,122.59,259.01,2023-11-07,85.9,11.12,15.88,9504.34,9488.46,42.65,51,rotation (out of top-N),2023-11-06,92.92,4.5,5,0.5,0.0,30.48,5.09,238,2024-01-22,125.16,4.8,5,0.2,0.0,36.19,5.01,315
SELL,37,EXPE,2023-12-05,136.96,201.22,2023-11-07,110.57,11.12,13.78,5310.19,5296.41,23.81,19,rotation (out of top-N),2023-11-06,117.26,5.7,2.97,4.3,3.5,14.83,4.83,0,2023-12-04,143.83,4.3,5,2.7,3.6,36.58,1.42,28
SELL,38,VRT,2023-12-19,47.85,558.18,2023-11-07,39.86,11.12,13.35,4459.82,4446.47,19.99,29,rotation (out of top-N),2023-11-06,41.7,5.1,5,-1,0.9,64.88,3.08,371,2023-12-18,48.62,4.4,5,-1,1.6,62.65,2.14,413
SELL,39,APP,2023-11-21,39.02,538.83,2023-11-14,42.65,11.49,10.51,-1953.27,-1963.78,-8.55,5,rotation (out of top-N),2023-11-13,39.13,4.9,5,-0.0,0.1,40.33,4.37,189,2023-11-20,39.52,3.2,5,0.1,1.7,38.68,1.88,196
