year,01,02,03,04,05,06,07,08,09,10,11,12,annual_%
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,17.89,1.55,-8.15,-4.31,23.73,22.36,59.3
2024,-3.27,31.31,18.42,-4.16,19.76,2.53,-4.93,7.02,17.21,30.92,24.94,-6.47,222.94
2025,15.21,0.02,-2.41,6.46,21.29,34.1,14.19,7.21,30.6,11.51,19.49,7.26,345.0
2026,22.79,26.83,13.99,48.81,123.68,18.93,40.93,1.02,-0.45,0.0,0.0,0.0,896.06
