symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
LRCX,2,100.0,93254.69,46627.35,25.95,48.36,3.55,18.5
LULU,3,33.3,5911.4,1970.47,4.75,15.35,-0.94,6.0
LYB,2,100.0,94431.07,47215.53,19.06,33.79,4.34,17.0
LYV,1,100.0,318.59,318.59,1.67,1.67,1.67,5.0
MAN,2,100.0,330327.58,165163.79,22.61,41.32,3.89,7.5
MANH,1,100.0,35188.31,35188.31,3.26,3.26,3.26,1.0
MBX,1,0.0,-8088.02,-8088.02,-0.75,-0.75,-0.75,3.0
MCHP,1,0.0,-394.92,-394.92,-0.54,-0.54,-0.54,5.0
META,3,66.7,178.43,59.48,3.51,7.41,-1.74,5.0
MMM,1,0.0,-501.96,-501.96,-2.17,-2.17,-2.17,5.0
MNPR,5,80.0,94167.01,18833.4,3.35,21.79,-9.61,7.0
MNST,2,50.0,1795.16,897.58,1.69,3.9,-0.51,14.5
MOS,2,100.0,18720.87,9360.43,17.91,32.59,3.23,17.0
MPC,1,100.0,1300.76,1300.76,7.49,7.49,7.49,39.0
MPWR,2,100.0,1213.61,606.8,4.38,8.62,0.14,4.5
MRNA,5,80.0,179320.96,35864.19,19.26,69.31,-1.02,21.6
MTD,1,100.0,421.09,421.09,1.88,1.88,1.88,5.0
MU,10,90.0,226974.92,22697.49,13.22,43.33,-14.5,14.3
NBIS,1,0.0,-241088.37,-241088.37,-21.69,-21.69,-21.69,4.0
NCLH,4,50.0,8873.24,2218.31,9.78,37.16,-5.51,19.2
NEM,3,100.0,13333.12,4444.37,6.33,15.46,0.68,9.3
NET,1,100.0,438.81,438.81,0.04,0.04,0.04,5.0
NFLX,1,100.0,4709.57,4709.57,9.25,9.25,9.25,5.0
NOC,2,0.0,-1851.89,-925.94,-3.37,-3.13,-3.61,12.0
NRG,3,33.3,3523.32,1174.44,1.17,7.58,-3.48,12.7
NTAP,1,0.0,-40614.22,-40614.22,-6.32,-6.32,-6.32,5.0
NVDA,6,33.3,52.71,8.79,-0.94,7.44,-8.97,16.0
OKTA,2,50.0,80512.98,40256.49,4.29,12.81,-4.22,7.5
ORCL,4,50.0,8366.57,2091.64,4.02,18.16,-9.84,9.5
ORKA,1,0.0,-4101.22,-4101.22,-0.41,-0.41,-0.41,2.0
P,1,100.0,19527.34,19527.34,1.81,1.81,1.81,9.0
PANW,1,0.0,-80889.68,-80889.68,-7.96,-7.96,-7.96,5.0
PAYC,3,66.7,45267.58,15089.19,1.42,3.33,-0.59,3.0
PENG,1,100.0,210527.62,210527.62,49.52,49.52,49.52,57.0
PFE,1,0.0,-977.32,-977.32,-4.22,-4.22,-4.22,5.0
PGR,3,66.7,97.74,32.58,0.48,2.62,-2.36,5.0
PLTR,10,70.0,61659.01,6165.9,16.72,65.95,-10.32,28.8
PODD,1,100.0,946.09,946.09,1.66,1.66,1.66,5.0
POWI,1,0.0,-56668.73,-56668.73,-10.88,-10.88,-10.88,5.0
PTC,1,100.0,3579.41,3579.41,4.46,4.46,4.46,5.0
PYPL,1,100.0,4113.69,4113.69,18.78,18.78,18.78,29.0
QCOM,3,66.7,243449.82,81149.94,18.09,36.92,-0.5,6.3
QLYS,1,0.0,-27948.66,-27948.66,-2.58,-2.58,-2.58,9.0
REGN,1,0.0,-38.05,-38.05,-1.04,-1.04,-1.04,5.0
RMD,1,100.0,144.24,144.24,0.74,0.74,0.74,5.0
ROKU,1,0.0,-362.69,-362.69,-0.09,-0.09,-0.09,5.0
ROL,1,100.0,3279.11,3279.11,6.65,6.65,6.65,5.0
RVTY,1,0.0,-882.52,-882.52,-3.81,-3.81,-3.81,5.0
SAFT,1,100.0,59.89,59.89,0.01,0.01,0.01,5.0
SBAC,1,100.0,594.97,594.97,1.17,1.17,1.17,5.0
SBUX,1,100.0,1021.65,1021.65,4.63,4.63,4.63,5.0
SEZL,2,100.0,202416.42,101208.21,19.62,21.79,17.45,19.0
SJM,1,100.0,955.68,955.68,1.94,1.94,1.94,9.0
SLB,2,50.0,-2217.14,-1108.57,-0.16,3.7,-4.02,5.0
SMCI,8,37.5,73630.2,9203.77,13.39,108.81,-20.45,21.8
SNDK,1,100.0,296640.52,296640.52,106.38,106.38,106.38,25.0
SNOW,3,33.3,23915.99,7972.0,0.74,3.54,-1.29,2.7
SNPS,1,100.0,4460.02,4460.02,5.56,5.56,5.56,5.0
STLD,2,0.0,-1074.81,-537.4,-0.93,-0.73,-1.14,7.0
STX,6,83.3,176816.9,29469.48,23.07,70.26,-5.12,27.2
SW,1,100.0,220.07,220.07,2.37,2.37,2.37,20.0
SWK,2,100.0,912.93,456.47,3.23,4.51,1.96,7.5
SWKS,1,100.0,349.57,349.57,1.39,1.39,1.39,10.0
SYF,1,100.0,527.07,527.07,4.76,4.76,4.76,5.0
SYK,1,100.0,1636.9,1636.9,2.93,2.93,2.93,5.0
TEAM,3,66.7,68323.27,22774.42,2.01,7.19,-1.34,2.7
TER,6,50.0,6716.01,1119.34,3.58,37.52,-9.77,12.2
TGTX,1,100.0,34419.0,34419.0,4.01,4.01,4.01,5.0
THC,1,0.0,-2249.23,-2249.23,-0.31,-0.31,-0.31,5.0
TMUS,1,100.0,490.48,490.48,4.15,4.15,4.15,5.0
TNET,1,0.0,-1165.19,-1165.19,-0.11,-0.11,-0.11,1.0
TPL,9,66.7,17502.6,1944.73,1.88,12.15,-16.36,9.9
TPR,6,83.3,13430.13,2238.36,6.07,13.35,-2.47,8.7
TRMB,1,100.0,1925.73,1925.73,14.07,14.07,14.07,9.0
TROW,1,0.0,-1472.67,-1472.67,-7.73,-7.73,-7.73,5.0
TSLA,6,50.0,37346.15,6224.36,10.46,60.28,-20.94,20.7
TSN,1,0.0,-1415.95,-1415.95,-10.19,-10.19,-10.19,5.0
TTWO,1,100.0,582.1,582.1,1.04,1.04,1.04,5.0
TWLO,1,0.0,-77409.77,-77409.77,-7.16,-7.16,-7.16,5.0
TWST,2,100.0,204900.96,102450.48,13.32,23.39,3.26,3.5
UAL,5,80.0,34846.81,6969.36,21.68,81.64,-1.71,21.0
UBER,4,25.0,-7592.02,-1898.01,-3.11,6.76,-8.51,12.0
ULTA,1,0.0,-1015.92,-1015.92,-1.58,-1.58,-1.58,5.0
UNH,2,50.0,1208.41,604.21,2.4,4.89,-0.09,5.0
USB,1,100.0,754.46,754.46,7.12,7.12,7.12,5.0
VEEV,1,100.0,2378.16,2378.16,0.24,0.24,0.24,2.0
VLO,1,100.0,265.25,265.25,2.44,2.44,2.44,34.0
VRSN,1,100.0,1093.02,1093.02,2.1,2.1,2.1,5.0
VRT,6,83.3,109980.27,18330.04,34.22,121.51,-2.04,41.0
VRTX,1,0.0,-3301.93,-3301.93,-6.5,-6.5,-6.5,15.0
VST,6,83.3,33224.31,5537.38,20.76,54.21,-14.73,32.7
VTRS,3,100.0,910.87,303.62,1.63,3.04,0.72,6.3
WAT,1,100.0,88.58,88.58,0.4,0.4,0.4,5.0
WBD,9,77.8,49695.66,5521.74,4.44,21.5,-7.07,9.7
WDC,6,83.3,244651.73,40775.29,32.78,149.84,-0.94,28.8
WM,1,100.0,444.24,444.24,3.76,3.76,3.76,5.0
WRB,1,0.0,-3695.89,-3695.89,-7.24,-7.24,-7.24,5.0
WSM,3,66.7,6685.38,2228.46,7.13,14.41,-1.43,9.0
WYNN,3,66.7,3902.58,1300.86,1.19,3.86,-2.0,8.0
XMTR,2,100.0,266434.44,133217.22,30.59,57.3,3.88,12.0
XYZ,5,60.0,7575.87,1515.17,3.85,9.59,-0.48,8.4
YUM,1,0.0,-442.16,-442.16,-0.84,-0.84,-0.84,15.0
ZBH,1,0.0,-2708.05,-2708.05,-5.36,-5.36,-5.36,10.0
