symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
AAPL,1,100.0,1487.1,1487.1,6.79,6.79,6.79,5.0
ABBV,2,50.0,-691.95,-345.98,-0.72,1.1,-2.54,5.0
ABNB,1,100.0,3939.6,3939.6,7.44,7.44,7.44,9.0
AEHR,2,0.0,-98173.23,-49086.62,-4.86,-3.31,-6.41,6.5
AES,4,50.0,-1577.84,-394.46,3.53,20.33,-4.3,7.5
AGL,2,50.0,1094959.27,547479.64,141.16,301.84,-19.51,28.5
AIG,2,50.0,-576.25,-288.12,-0.53,3.15,-4.22,14.5
AKAM,1,100.0,541.48,541.48,0.35,0.35,0.35,5.0
ALAB,1,100.0,322458.29,322458.29,61.93,61.93,61.93,47.0
ALB,7,57.1,41599.55,5942.79,3.54,29.16,-8.76,12.9
ALL,1,100.0,292.2,292.2,3.43,3.43,3.43,20.0
AMAT,1,100.0,10744.68,10744.68,5.37,5.37,5.37,9.0
AMBA,1,0.0,-1238.64,-1238.64,-0.11,-0.11,-0.11,1.0
AMD,4,75.0,20423.79,5105.95,3.33,11.43,-8.59,16.2
AMGN,2,50.0,-209.37,-104.69,2.31,5.94,-1.33,5.0
AMT,1,100.0,371.68,371.68,0.73,0.73,0.73,14.0
ANET,2,50.0,14221.01,7110.51,7.72,16.08,-0.63,14.5
ANF,1,0.0,-30714.11,-30714.11,-3.04,-3.04,-3.04,2.0
AOS,1,100.0,80.79,80.79,0.68,0.68,0.68,5.0
APA,4,75.0,45174.11,11293.53,4.5,9.79,-1.39,10.8
APH,1,100.0,6903.6,6903.6,13.23,13.23,13.23,15.0
APP,14,71.4,100547.69,7181.98,29.77,279.92,-10.07,24.1
ARM,1,100.0,201213.04,201213.04,47.33,47.33,47.33,47.0
ATEX,1,0.0,-80987.37,-80987.37,-10.76,-10.76,-10.76,5.0
AUGO,1,100.0,81326.44,81326.44,8.04,8.04,8.04,2.0
AVGO,5,60.0,5910.84,1182.17,1.37,10.26,-8.27,9.4
AWK,1,100.0,1480.27,1480.27,2.92,2.92,2.92,24.0
AXON,3,33.3,-380.03,-126.68,-0.64,2.35,-3.36,6.7
AXP,1,100.0,297.4,297.4,2.2,2.2,2.2,5.0
BA,2,50.0,-77.14,-38.57,-1.76,0.96,-4.48,7.0
BAND,3,33.3,-111805.61,-37268.54,0.0,49.67,-28.88,11.0
BAX,1,0.0,-14509.49,-14509.49,-1.34,-1.34,-1.34,2.0
BKR,1,0.0,-855.62,-855.62,-3.72,-3.72,-3.72,10.0
BLDR,3,33.3,149.21,49.74,-0.45,2.37,-2.05,5.0
BXC,1,100.0,147652.78,147652.78,13.66,13.66,13.66,8.0
BXP,1,100.0,1464.51,1464.51,13.23,13.23,13.23,23.0
CB,1,0.0,-1200.62,-1200.62,-2.37,-2.37,-2.37,5.0
CBOE,2,100.0,1706.92,853.46,3.83,4.37,3.3,5.0
CBRL,2,50.0,108164.12,54082.06,9.9,22.3,-2.5,16.5
CCI,1,100.0,376.28,376.28,1.63,1.63,1.63,5.0
CCL,9,55.6,20612.2,2290.24,4.6,16.8,-6.2,9.6
CEG,6,100.0,26795.61,4465.94,12.63,38.31,0.11,12.7
CF,5,60.0,88148.2,17629.64,5.5,23.2,-7.9,11.6
CFG,1,100.0,1442.51,1442.51,11.59,11.59,11.59,5.0
CHTR,3,33.3,-2473.49,-824.5,-0.72,4.75,-6.44,6.3
CI,2,50.0,1060.49,530.25,0.07,2.47,-2.33,5.0
CIEN,7,71.4,364219.78,52031.4,38.87,179.52,-2.6,27.6
CNC,1,100.0,178.53,178.53,2.29,2.29,2.29,10.0
COHR,9,66.7,241074.59,26786.07,25.96,170.52,-5.72,25.8
COIN,8,50.0,26370.5,3296.31,7.0,48.75,-27.27,26.2
COO,2,100.0,11399.85,5699.93,10.78,17.51,4.04,9.5
COOK,2,0.0,-61238.94,-30619.47,-4.89,-4.37,-5.41,11.5
CORT,2,0.0,-68112.24,-34056.12,-3.3,-2.42,-4.18,3.5
CRDO,3,66.7,80086.85,26695.62,12.15,43.03,-17.16,12.0
CRL,1,100.0,40632.28,40632.28,3.76,3.76,3.76,3.0
CRM,1,100.0,15199.44,15199.44,1.5,1.5,1.5,2.0
CRWD,6,83.3,-76600.33,-12766.72,6.6,22.17,-12.92,10.5
CRWV,1,0.0,-184882.94,-184882.94,-16.64,-16.64,-16.64,4.0
CSGP,1,100.0,2511.78,2511.78,4.75,4.75,4.75,20.0
CSW,1,100.0,26407.61,26407.61,2.45,2.45,2.45,3.0
CSX,1,100.0,604.21,604.21,0.64,0.64,0.64,9.0
CTAS,1,100.0,1187.71,1187.71,2.33,2.33,2.33,5.0
CVNA,12,83.3,70263.67,5855.31,19.71,98.85,-3.04,27.6
CVS,1,100.0,2074.73,2074.73,4.17,4.17,4.17,44.0
CVX,1,0.0,-94.69,-94.69,-1.22,-1.22,-1.22,5.0
DAL,2,100.0,1986.51,993.25,3.11,4.18,2.04,5.0
DASH,1,100.0,213.25,213.25,0.97,0.97,0.97,24.0
DAVE,2,50.0,108909.06,54454.53,5.8,20.41,-8.81,7.5
DDOG,5,60.0,330846.73,66169.35,9.74,56.91,-26.41,9.2
DECK,3,33.3,-752.81,-250.94,0.49,4.35,-2.51,5.0
DELL,9,77.8,123317.16,13701.91,9.26,25.97,-3.02,13.7
DG,2,50.0,7646.11,3823.05,6.05,14.74,-2.64,9.5
DHI,2,100.0,9946.64,4973.32,8.38,9.32,7.45,12.0
DLR,2,0.0,-1635.5,-817.75,-3.17,-3.08,-3.25,5.0
DLTR,2,100.0,7680.06,3840.03,6.79,9.22,4.37,10.0
DOC,1,100.0,93.0,93.0,0.72,0.72,0.72,9.0
DORM,1,0.0,-34434.53,-34434.53,-3.11,-3.11,-3.11,1.0
DOW,2,100.0,53798.41,26899.21,9.45,14.2,4.7,14.5
DPZ,1,100.0,2632.33,2632.33,5.29,5.29,5.29,5.0
DXCM,2,100.0,3900.81,1950.41,3.6,6.91,0.29,7.0
EA,1,0.0,-1344.7,-1344.7,-2.4,-2.4,-2.4,5.0
ED,1,100.0,2135.44,2135.44,4.21,4.21,4.21,24.0
EL,2,50.0,7382.84,3691.42,5.02,10.68,-0.63,7.0
ELF,1,100.0,24563.01,24563.01,2.42,2.42,2.42,2.0
ELVN,1,100.0,5576.12,5576.12,0.52,0.52,0.52,1.0
EME,1,0.0,-335.3,-335.3,-0.38,-0.38,-0.38,5.0
EPAM,1,100.0,97.69,97.69,0.76,0.76,0.76,9.0
EQT,1,100.0,4314.29,4314.29,11.23,11.23,11.23,22.0
ERIE,3,100.0,773.74,257.91,2.62,5.43,1.07,8.3
ESTC,2,50.0,-22300.37,-11150.18,-1.18,1.69,-4.06,3.0
EXPE,6,50.0,-7250.16,-1208.36,3.84,30.61,-9.67,10.2
FAST,1,100.0,110.64,110.64,0.35,0.35,0.35,5.0
FBRX,2,50.0,2763534.9,1381767.45,136.25,272.55,-0.05,11.5
FDX,2,0.0,-5163.18,-2581.59,-2.35,-1.92,-2.79,4.5
FICO,1,100.0,299.01,299.01,2.21,2.21,2.21,5.0
FITB,2,100.0,3517.96,1758.98,16.29,30.03,2.54,10.0
FIX,7,71.4,76723.49,10960.5,8.09,29.27,-4.11,7.7
FROG,1,100.0,99386.67,99386.67,10.3,10.3,10.3,4.0
FSLR,7,85.7,15648.96,2235.57,4.41,13.31,-7.64,11.7
FTNT,2,50.0,764.95,382.47,2.77,7.01,-1.46,14.0
GD,1,100.0,126.66,126.66,1.63,1.63,1.63,20.0
GDDY,1,100.0,1998.89,1998.89,18.76,18.76,18.76,19.0
GE,2,50.0,340.99,170.5,0.9,3.59,-1.79,5.0
GEN,1,100.0,1719.24,1719.24,16.08,16.08,16.08,14.0
GEV,1,100.0,1502.89,1502.89,1.69,1.69,1.69,5.0
GL,1,100.0,239.03,239.03,2.89,2.89,2.89,5.0
GLW,3,100.0,114649.61,38216.54,15.47,27.57,5.25,16.0
GNRC,3,66.7,20433.61,6811.2,9.52,25.07,-3.44,8.3
GOOG,1,0.0,-4539.68,-4539.68,-3.04,-3.04,-3.04,4.0
GSHD,1,0.0,-32801.38,-32801.38,-2.96,-2.96,-2.96,1.0
HAL,4,75.0,3588.75,897.19,2.34,8.41,-5.16,6.0
HAS,2,50.0,1925.31,962.65,3.83,8.8,-1.15,7.0
HII,1,100.0,846.53,846.53,7.16,7.16,7.16,5.0
HNGE,1,100.0,85909.2,85909.2,7.95,7.95,7.95,8.0
HOOD,9,88.9,118748.41,13194.27,28.45,135.6,-0.58,37.1
HPE,4,25.0,-149691.53,-37422.88,-3.7,13.17,-20.99,4.0
HUM,1,0.0,-84.11,-84.11,-0.99,-0.99,-0.99,5.0
IBKR,2,100.0,10114.31,5057.15,7.58,9.05,6.11,5.0
ICHR,1,100.0,29676.65,29676.65,4.03,4.03,4.03,5.0
IDXX,1,0.0,-3613.71,-3613.71,-3.9,-3.9,-3.9,5.0
IESC,1,0.0,-176940.49,-176940.49,-1.73,-1.73,-1.73,1.0
INCY,1,100.0,5114.88,5114.88,3.83,3.83,3.83,5.0
INOD,1,0.0,-71824.36,-71824.36,-13.8,-13.8,-13.8,28.0
INTC,4,75.0,367669.8,91917.45,42.83,93.8,-1.83,23.2
IQV,1,0.0,-411.91,-411.91,-1.78,-1.78,-1.78,5.0
IT,1,100.0,535.49,535.49,5.03,5.03,5.03,5.0
IVZ,2,50.0,5565.53,2782.77,3.73,8.46,-1.0,5.0
JBL,1,100.0,510.18,510.18,5.91,5.91,5.91,10.0
KDP,1,100.0,2630.45,2630.45,5.33,5.33,5.33,9.0
KEY,2,100.0,3529.81,1764.9,14.13,24.63,3.63,25.5
KFRC,1,100.0,33642.22,33642.22,3.12,3.12,3.12,1.0
KO,1,0.0,-1931.85,-1931.85,-3.78,-3.78,-3.78,5.0
KVUE,2,100.0,742.3,371.15,1.67,1.94,1.39,5.0
LEN,2,50.0,667.4,333.7,3.18,6.66,-0.3,9.0
LITE,14,92.9,495990.17,35427.87,23.77,115.14,-8.26,19.1
LQDA,1,100.0,9476.51,9476.51,1.29,1.29,1.29,5.0
