year,01,02,03,04,05,06,07,08,09,10,11,12,annual_%
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,-4.1,1.63,2.46,-0.71,20.34,21.09,44.49
2024,-4.26,27.23,17.36,-3.28,16.46,-3.8,2.47,7.03,17.21,20.18,36.33,-2.13,219.29
2025,14.63,3.6,-5.14,6.67,16.23,25.2,20.24,4.1,24.78,20.91,12.63,10.36,310.48
2026,22.37,22.21,3.48,37.67,92.6,11.21,18.63,-1.25,0.92,0.0,0.0,0.0,439.5
