kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_sig_date,sig_sig_w_close,sig_sig_w_ema,sig_sig_w_sma,sig_sig_d_close,sig_sig_d_ema,sig_sig_d_sma,sig_sig_h_close,sig_sig_h_atr,sig_gap_w,sig_atr_dist,sig_freshness_days,sig_emasma_score,sig_mtf_score,sig_early_score,sig_near_score
BUY,1,TSLA,2023-07-05,279.0,358.24,,,49.98,,,,,,,2023-07-03,274.44,234.04,190.46,279.9,259.26,216.79,279.01,271.76,44.1,2.6,28,5,5.5,2.3,2.8
BUY,3,APP,2023-07-11,27.24,0.31,,,0.0,,,,,,,2023-07-10,28.15,23.99,16.67,27.07,25.71,24.18,27.07,26.46,68.84,2.25,63,5,5.4,-0.0,2.5
BUY,4,COIN,2023-07-11,80.89,0.1,,,0.0,,,,,,,2023-07-10,105.42,71.8,58.77,81.21,74.24,61.84,81.21,77.82,79.38,4.17,119,5,5.8,-1.0,0.2
BUY,7,CVNA,2023-07-11,6.92,1.2,,,0.0,,,,,,,2023-07-10,7.54,4.62,2.36,6.85,5.44,3.81,6.85,6.24,219.35,9.01,35,5,7.4,1.4,1.4
BUY,2,HOOD,2023-07-11,11.46,0.73,,,0.0,,,,,,,2023-07-10,12.38,10.2,9.66,11.21,10.45,9.45,11.21,10.85,28.12,3.21,7,5,5.4,3.5,2.9
BUY,5,PLTR,2023-07-11,16.5,0.5,,,0.0,,,,,,,2023-07-10,16.4,14.04,9.33,16.3,15.41,14.02,16.3,15.78,75.75,3.19,91,5,5.6,-0.5,1.4
BUY,6,SMCI,2023-07-11,27.49,0.3,,,0.0,,,,,,,2023-07-10,29.51,22.69,12.34,26.98,24.95,21.6,26.98,25.97,139.17,3.75,448,5,5.5,-1,0.5
BUY,8,NVDA,2023-07-18,46.67,2225.69,,,51.94,,,,,,,2023-07-17,44.3,40.26,25.64,46.42,44.01,40.1,46.37,45.01,72.8,2.94,182,5,5.0,-1,1.0
SELL,1,TSLA,2023-07-18,290.24,358.24,2023-07-05,279.0,49.98,51.99,4026.66,3974.67,3.98,9,rotation (out of top-N),2023-07-17,259.84,245.78,193.29,290.33,275.73,240.99,290.33,282.82,34.43,2.59,42,5,4.7,2.6,2.6
BUY,9,CCL,2023-07-25,17.51,2853.14,,,24.98,,,,,,,2023-07-24,18.29,16.0,11.22,17.66,17.74,15.64,17.66,17.21,62.96,2.53,175,5,4.7,-1,1.3
BUY,10,TSLA,2023-07-25,272.51,183.33,,,24.98,,,,,,,2023-07-24,266.54,249.55,194.59,269.12,273.59,252.53,269.12,261.51,36.98,2.83,49,5,4.9,2.3,2.3
SELL,2,HOOD,2023-07-25,12.77,0.73,2023-07-11,11.46,0.0,0.0,0.95,0.94,11.33,10,rotation (out of top-N),2023-07-24,12.71,11.03,9.79,12.74,12.36,10.41,12.74,12.46,29.72,2.21,21,5,4.6,3.2,3.2
SELL,8,NVDA,2023-07-25,44.91,2225.69,2023-07-18,46.67,51.94,49.98,-3917.21,-3967.18,-3.82,5,rotation (out of top-N),2023-07-24,46.71,41.43,26.49,44.58,44.92,41.94,44.53,43.49,76.31,2.33,189,5,4.6,-1,1.4
BUY,12,DLR,2023-08-01,113.67,440.64,,,25.04,,,,,,,2023-07-31,110.02,104.06,94.89,114.34,110.2,102.7,113.58,109.35,15.94,3.72,42,3.19,4.6,3.5,3.2
BUY,11,LYV,2023-08-01,87.39,573.14,,,25.04,,,,,,,2023-07-31,87.73,88.51,76.87,87.75,93.73,90.47,87.75,81.65,14.13,6.95,70,2.83,4.5,2.1,2.4
SELL,9,CCL,2023-08-01,18.02,2853.14,2023-07-25,17.51,24.98,25.71,1455.1,1429.39,2.86,5,rotation (out of top-N),2023-07-31,17.0,16.18,11.43,18.64,17.95,16.48,18.64,18.32,48.77,1.73,182,5,3.6,-0.4,1.8
