kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_buy_sig_date,sig_buy_sig_w_close,sig_buy_mtf_score,sig_buy_emasma_score,sig_buy_early_score,sig_buy_near_score,sig_buy_gap_w,sig_buy_atr_dist,sig_buy_freshness_days,sig_sell_sig_date,sig_sell_sig_w_close,sig_sell_mtf_score,sig_sell_emasma_score,sig_sell_early_score,sig_sell_near_score,sig_sell_gap_w,sig_sell_atr_dist,sig_sell_freshness_days
SELL,11,CF,2023-10-10,80.94,464.21,2023-10-03,77.69,18.03,18.79,1508.69,1489.91,4.13,5,rotation (out of top-N),2023-10-02,75.93,3.2,1.17,4.2,5.6,5.87,2.08,28,2023-10-09,79.32,3.4,2.11,3.9,4.9,10.55,2.24,35
SELL,12,PLTR,2023-10-17,16.98,1860.99,2023-10-10,18.07,16.81,15.8,-2019.17,-2034.98,-6.05,5,rotation (out of top-N),2023-10-09,17.39,5.2,5,-0.2,0.0,43.81,4.56,182,2023-10-16,16.12,3.8,5,0.5,0.8,30.87,3.36,189
SELL,13,SMCI,2023-10-17,27.97,1139.94,2023-10-10,29.5,16.81,15.94,-1744.1,-1760.04,-5.23,5,rotation (out of top-N),2023-10-09,28.51,4.7,5,-0.6,0.9,51.41,3.18,539,2023-10-16,24.86,3.6,5,0.5,0.9,29.14,3.28,546
SELL,14,PGR,2023-10-24,141.18,219.57,2023-10-17,144.52,15.87,15.5,-733.35,-748.85,-2.36,5,rotation (out of top-N),2023-10-16,141.62,3.9,2.83,3.8,4.5,14.17,2.48,28,2023-10-23,140.09,2.7,2.48,3.8,5.5,12.4,1.05,35
SELL,15,ALL,2023-10-24,116.34,268.43,2023-10-17,118.21,15.87,15.61,-501.97,-517.59,-1.63,5,rotation (out of top-N),2023-10-16,116.34,4.0,1.7,4.6,5.6,8.51,2.39,0,2023-10-23,116.55,3.3,1.74,4.4,6.1,8.69,1.41,7
SELL,16,PLTR,2023-11-07,18.85,1897.42,2023-10-24,16.39,15.55,17.88,4667.64,4649.76,14.95,10,rotation (out of top-N),2023-10-23,15.07,4.0,4.08,1.0,1.0,20.38,4.43,196,2023-11-06,19.68,4.8,5,-0.5,0.7,50.41,3.45,210
SELL,17,SMCI,2023-10-31,23.48,1195.64,2023-10-24,26.01,15.55,14.04,-3024.97,-3039.01,-9.77,5,rotation (out of top-N),2023-10-23,24.14,3.8,4.54,0.9,1.1,22.7,3.93,553,2023-10-30,25.48,3.6,5,0.7,1.1,26.61,3.37,560
SELL,18,ALL,2023-11-07,123.22,238.11,2023-10-31,118.79,14.14,14.67,1054.81,1040.14,3.68,5,rotation (out of top-N),2023-10-30,124.43,3.4,3.17,4.0,5.3,15.86,1.25,14,2023-11-06,123.03,3.2,2.9,3.9,5.3,14.51,1.29,21
SELL,19,DECK,2023-11-07,102.49,288.12,2023-10-31,98.17,14.14,14.76,1244.67,1229.91,4.35,5,rotation (out of top-N),2023-10-30,99.47,3.8,4.29,0.9,1.1,21.45,4.12,434,2023-11-06,105.43,2.3,5,0.6,2.3,27.31,1.39,441
SELL,20,VRT,2023-12-12,47.35,790.84,2023-11-07,39.86,15.76,18.72,5923.39,5904.67,18.73,24,rotation (out of top-N),2023-11-06,41.7,5.1,5,-1,0.9,64.88,3.08,371,2023-12-11,47.58,4.7,5,-1,1.3,64.05,2.57,406
SELL,21,GDDY,2023-11-14,89.16,364.81,2023-11-07,86.41,15.76,16.26,1003.22,986.95,3.13,5,rotation (out of top-N),2023-11-06,87.6,5.0,3.42,4.0,3.9,17.1,3.35,7,2023-11-13,91.96,3.4,4.49,3.6,5.0,22.47,0.74,14
SELL,22,EXPE,2023-11-14,120.03,285.09,2023-11-07,110.57,15.76,17.11,2696.99,2679.88,8.5,5,rotation (out of top-N),2023-11-06,117.26,5.7,2.97,4.3,3.5,14.83,4.83,0,2023-11-13,134.72,4.5,5,3.3,3.8,31.02,1.62,7
SELL,23,APP,2023-11-21,39.02,782.35,2023-11-14,42.65,16.68,15.26,-2836.01,-2851.28,-8.55,5,rotation (out of top-N),2023-11-13,39.13,4.9,5,-0.0,0.1,40.33,4.37,189,2023-11-20,39.52,3.2,5,0.1,1.7,38.68,1.88,196
