kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_sig_date,sig_sig_w_close,sig_sig_w_ema,sig_sig_w_sma,sig_sig_d_close,sig_sig_d_ema,sig_sig_d_sma,sig_sig_h_close,sig_sig_h_atr,sig_gap_w,sig_atr_dist,sig_freshness_days,sig_emasma_score,sig_mtf_score,sig_early_score,sig_near_score
BUY,8,AMR,2021-09-21,42.55,234.9,,,5.0,,,,,,,2021-09-20,45.38,38.45,20.68,43.61,46.71,36.19,,,119.49,,999,5,,-1,
BUY,1,BNTX,2021-09-21,341.69,29.25,,,5.0,,,,,,,2021-09-20,330.38,326.02,199.02,336.0,345.29,350.28,,,66.0,,999,5,,-1,
BUY,5,CAR,2021-09-21,91.86,108.81,,,5.0,,,,,,,2021-09-20,106.1,87.74,69.05,90.18,88.33,84.4,,,53.66,,999,5,,-0.7,
BUY,3,CNR,2021-09-21,22.24,449.42,,,5.0,,,,,,,2021-09-20,22.68,21.08,13.51,21.85,23.08,21.02,,,67.92,,999,5,,-1,
BUY,6,DDS,2021-09-21,157.63,63.41,,,5.0,,,,,,,2021-09-20,161.67,149.96,101.55,155.16,155.25,149.36,,,59.21,,999,5,,-1.0,
BUY,4,HRI,2021-09-21,118.26,84.52,,,5.0,,,,,,,2021-09-20,146.68,120.02,94.15,114.45,117.04,115.79,,,55.79,,999,5,,-0.8,
BUY,10,MRNA,2021-09-21,423.01,23.63,,,5.0,,,,,,,2021-09-20,430.01,387.45,226.77,423.49,426.91,400.35,,,89.62,,999,5,,-1,
BUY,2,PVLA,2021-09-21,440.8,22.67,,,5.0,,,,,,,2021-09-20,450.8,384.73,259.16,439.2,440.28,355.68,,,73.95,,105,5,,-0.8,
BUY,7,SITM,2021-09-21,220.0,45.43,,,5.0,,,,,,,2021-09-20,235.62,199.21,131.76,217.43,220.07,193.5,,,78.83,,98,5,,-0.6,
BUY,9,TEAM,2021-09-21,408.86,24.45,,,5.0,,,,,,,2021-09-20,414.1,359.48,266.92,401.18,390.45,348.75,,,55.14,,999,5,,-0.8,
BUY,13,AEHR,2021-09-28,14.34,724.15,,,5.19,,,,,,,2021-09-27,12.65,9.58,4.18,15.07,12.4,8.16,,,202.88,,999,5,,-1,
BUY,14,DVN,2021-09-28,28.67,362.2,,,5.19,,,,,,,2021-09-27,29.61,24.33,19.66,28.16,25.13,22.67,,,50.59,,999,5,,-0.5,
BUY,11,LEU,2021-09-28,39.48,263.03,,,5.19,,,,,,,2021-09-27,41.29,32.02,25.3,39.21,35.79,28.88,,,63.2,,999,5,,-1,
BUY,2,PVLA,2021-09-28,458.0,0.01,,,0.0,,,,,,,2021-09-27,418.0,390.78,264.11,462.0,444.91,377.17,,,58.27,,112,5,,-0.8,
BUY,7,SITM,2021-09-28,216.02,2.66,,,0.29,,,,,,,2021-09-27,209.44,201.07,134.34,224.03,225.85,206.1,,,55.91,,105,5,,-0.5,
BUY,12,VIST,2021-09-28,4.65,2233.19,,,5.19,,,,,,,2021-09-27,5.45,4.51,3.44,4.59,4.4,4.53,,,58.37,,999,5,,-0.9,
SELL,8,AMR,2021-09-28,45.53,6.71,2021-09-21,42.55,0.14,0.15,19.99,19.84,6.95,5,equal-weight sizing trim,2021-09-27,52.7,41.04,21.7,46.12,45.93,38.78,,,142.89,,999,5,,-1,
SELL,1,BNTX,2021-09-28,290.45,29.25,2021-09-21,341.69,5.0,4.25,-1498.86,-1503.1,-15.04,5,rotation (out of top-N),2021-09-27,251.96,312.56,202.93,304.21,334.64,354.0,,,24.16,,999,4.83,,0.8,
SELL,5,CAR,2021-09-28,115.31,18.71,2021-09-21,91.86,0.86,1.08,438.66,437.58,25.47,5,equal-weight sizing trim,2021-09-27,115.78,92.84,71.07,114.18,98.16,87.32,,,62.92,,999,5,,-1,
SELL,3,CNR,2021-09-28,23.82,13.25,2021-09-21,22.24,0.15,0.16,20.93,20.77,7.05,5,equal-weight sizing trim,2021-09-27,26.07,21.99,14.01,23.64,22.99,21.49,,,86.12,,999,5,,-1,
SELL,6,DDS,2021-09-28,155.64,63.41,2021-09-21,157.63,5.0,4.93,-126.18,-131.12,-1.31,5,rotation (out of top-N),2021-09-27,136.55,147.52,103.86,158.45,158.55,151.61,,,31.47,,999,5,,0.4,
SELL,4,HRI,2021-09-28,149.17,14.87,2021-09-21,118.26,0.88,1.11,459.58,458.47,26.07,5,equal-weight sizing trim,2021-09-27,156.86,126.72,96.55,149.29,132.32,119.06,,,62.46,,999,5,,-1,
SELL,10,MRNA,2021-09-28,398.74,23.63,2021-09-21,423.01,5.0,4.71,-573.46,-578.17,-5.78,5,rotation (out of top-N),2021-09-27,340.3,378.88,232.19,408.71,429.36,411.72,,,46.56,,999,5,,-0.3,
SELL,9,TEAM,2021-09-28,381.41,24.45,2021-09-21,408.86,5.0,4.66,-670.93,-675.59,-6.76,5,rotation (out of top-N),2021-09-27,392.44,365.47,270.69,391.78,399.4,364.6,,,44.98,,999,5,,-0.2,
BUY,13,AEHR,2021-10-05,13.0,128.47,,,0.84,,,,,,,2021-10-04,19.45,11.37,4.6,13.1,13.03,9.15,,,322.86,,999,5,,-1,
BUY,5,CAR,2021-10-05,115.23,6.09,,,0.35,,,,,,,2021-10-04,131.48,99.86,73.47,115.0,108.08,91.63,,,78.96,,999,5,,-1,
BUY,3,CNR,2021-10-05,30.62,0.0,,,0.0,,,,,,,2021-10-04,31.26,23.67,14.62,29.54,24.81,22.23,,,113.78,,999,5,,-1,
BUY,16,HCI,2021-10-05,106.34,104.19,,,5.54,,,,,,,2021-10-04,120.54,102.29,77.37,105.2,102.11,100.16,,,55.79,,999,5,,-0.8,
BUY,18,HRI,2021-10-05,158.7,69.81,,,5.54,,,,,,,2021-10-04,153.2,131.53,98.86,157.8,146.25,124.27,,,54.97,,999,5,,-0.7,
BUY,17,IDT,2021-10-05,42.63,259.9,,,5.54,,,,,,,2021-10-04,49.92,45.39,31.88,42.92,42.56,45.13,,,56.57,,999,5,,-0.8,
BUY,15,XENE,2021-10-05,32.17,344.4,,,5.54,,,,,,,2021-10-04,32.85,19.79,17.97,31.57,18.61,17.33,,,82.84,,0,5,,2.0,
SELL,8,AMR,2021-10-05,56.21,30.99,2021-09-21,42.55,0.66,0.87,423.26,422.39,32.04,10,equal-weight sizing trim,2021-10-04,57.7,44.07,22.87,56.82,49.25,41.63,,,152.31,,999,5,,-1,
SELL,3,CNR,2021-10-05,30.62,74.15,2021-09-21,22.24,0.82,1.14,621.4,620.26,37.61,10,equal-weight sizing trim,2021-10-04,31.26,23.67,14.62,29.54,24.81,22.23,,,113.78,,999,5,,-1,
SELL,14,DVN,2021-10-05,31.63,11.75,2021-09-28,28.67,0.17,0.19,34.77,34.58,10.27,5,equal-weight sizing trim,2021-10-04,32.08,25.74,20.16,31.17,27.93,23.75,,,59.13,,999,5,,-1.0,
SELL,4,HRI,2021-10-05,158.7,69.65,2021-09-21,118.26,4.12,5.53,2816.6,2811.07,34.13,10,rotation (out of top-N),2021-10-04,153.2,131.53,98.86,157.8,146.25,124.27,,,54.97,,999,5,,-0.7,
SELL,11,LEU,2021-10-05,38.82,263.03,2021-09-28,39.48,5.19,5.11,-173.6,-178.7,-1.72,5,rotation (out of top-N),2021-10-04,38.5,33.2,25.68,40.1,37.96,30.83,,,49.91,,999,5,,-0.5,
SELL,2,PVLA,2021-10-05,410.4,22.68,2021-09-21,440.81,5.0,4.65,-689.78,-694.43,-6.94,10,rotation (out of top-N),2021-10-04,379.2,388.67,268.59,412.8,427.61,392.85,,,41.18,,119,5,,-0.0,
SELL,7,SITM,2021-10-05,204.24,48.09,2021-09-21,219.78,5.29,4.91,-747.36,-752.28,-7.12,10,ratchet-ATR exit,2021-10-04,215.03,203.61,136.91,200.7,210.61,211.59,,,57.06,,112,5,,-0.7,
SELL,12,VIST,2021-10-05,5.83,331.83,2021-09-28,4.65,0.77,0.97,391.56,390.59,25.31,5,equal-weight sizing trim,2021-10-04,6.31,4.84,3.53,5.75,4.97,4.59,,,78.54,,999,5,,-1,
BUY,8,AMR,2021-10-12,55.41,25.9,,,0.72,,,,,,,2021-10-11,58.96,46.78,24.05,55.57,53.93,44.58,,,145.12,,999,5,,-1,
BUY,5,CAR,2021-10-12,135.98,0.0,,,0.0,,,,,,,2021-10-11,143.54,107.81,76.17,135.49,120.57,97.14,,,88.45,,999,5,,-1,
BUY,3,CNR,2021-10-12,31.06,36.0,,,0.56,,,,,,,2021-10-11,30.1,24.84,15.2,31.25,28.73,23.47,,,98.01,,999,5,,-1,
