kind,trade_id,symbol,exec_date,exec_price,shares,buy_date,buy_price,buy_fee,sell_fee,gross_pnl,net_pnl,net_return_pct,hold_days,exit_reason,sig_buy_sig_date,sig_buy_sig_w_close,sig_buy_mtf_score,sig_buy_emasma_score,sig_buy_early_score,sig_buy_near_score,sig_buy_gap_w,sig_buy_atr_dist,sig_buy_freshness_days,sig_sell_sig_date,sig_sell_sig_w_close,sig_sell_mtf_score,sig_sell_emasma_score,sig_sell_early_score,sig_sell_near_score,sig_sell_gap_w,sig_sell_atr_dist,sig_sell_freshness_days
SELL,1,BNTX,2021-09-28,290.45,11.7,2021-09-21,341.69,2.0,1.7,-599.54,-601.24,-15.04,5,rotation (out of top-N),2021-09-20,330.38,,5,-1,,66.0,,999,2021-09-27,251.96,,4.83,0.8,,24.16,,999
SELL,2,DDOG,2021-09-28,139.12,27.89,2021-09-21,143.34,2.0,1.94,-117.7,-119.64,-2.99,5,rotation (out of top-N),2021-09-20,147.32,,5,0.6,,40.81,,84,2021-09-27,144.6,,5,0.6,,36.96,,91
SELL,3,AMBA,2021-09-28,153.15,0.54,2021-09-21,145.81,0.04,0.04,3.96,3.92,4.99,5,equal-weight sizing trim,2021-09-20,162.95,,5,2.0,,52.19,,21,2021-09-27,153.82,,5,2.5,,41.64,,28
SELL,3,AMBA,2021-10-05,151.22,26.88,2021-09-21,145.81,1.96,2.03,145.56,143.53,3.66,10,rotation (out of top-N),2021-09-20,162.95,,5,2.0,,52.19,,21,2021-10-04,154.19,,5,2.4,,39.97,,35
SELL,4,AMR,2021-09-28,45.53,3.54,2021-09-21,42.55,0.08,0.08,10.55,10.47,6.95,5,equal-weight sizing trim,2021-09-20,45.38,,5,-1,,119.49,,999,2021-09-27,52.7,,5,-1,,142.89,,999
SELL,4,AMR,2021-10-05,56.21,14.99,2021-09-21,42.55,0.32,0.42,204.76,204.34,32.04,10,equal-weight sizing trim,2021-09-20,45.38,,5,-1,,119.49,,999,2021-10-04,57.7,,5,-1,,152.31,,999
SELL,4,AMR,2021-10-19,61.06,2.46,2021-09-21,43.61,0.05,0.08,42.99,42.92,39.95,20,equal-weight sizing trim,2021-09-20,45.38,,5,-1,,119.49,,999,2021-10-18,61.21,,5,-1,,142.43,,999
SELL,4,AMR,2021-11-16,47.19,108.29,2021-09-21,46.87,2.54,2.56,34.69,32.14,0.63,40,ratchet-ATR exit,2021-09-20,45.38,,5,-1,,119.49,,999,2021-11-15,43.77,,5,-0.5,,49.54,,999
SELL,5,TEAM,2021-10-05,386.22,10.79,2021-09-21,406.28,2.19,2.08,-216.46,-218.54,-4.98,10,ratchet-ATR exit,2021-09-20,414.1,,5,-0.8,,55.14,,999,2021-10-04,390.68,,5,-0.1,,42.27,,999
SELL,6,PVLA,2021-09-28,458.0,0.08,2021-09-21,440.8,0.02,0.02,1.4,1.38,3.85,5,equal-weight sizing trim,2021-09-20,450.8,,5,-0.8,,73.95,,105,2021-09-27,418.0,,5,-0.8,,58.27,,112
