symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
ELVN,8,87.5,7057524.05,882190.51,21.19,72.6,-6.13,22.4
EMBJ,6,100.0,59729.62,9954.94,8.06,16.37,0.73,10.8
ENLT,4,100.0,5084935.53,1271233.88,9.99,27.88,3.01,13.2
ENVA,1,100.0,2710.32,2710.32,12.74,12.74,12.74,5.0
EOG,3,66.7,636.18,212.06,4.38,13.71,-3.6,11.3
EQT,3,66.7,6466.34,2155.45,25.61,42.09,-6.1,38.7
ESLT,7,85.7,217359.43,31051.35,4.09,9.47,-5.33,11.1
ESTC,3,33.3,-1777865.29,-592621.76,12.05,42.38,-4.06,15.0
EXE,2,100.0,1380.16,690.08,7.42,12.58,2.25,9.5
F,2,50.0,-635.81,-317.9,-5.33,0.7,-11.36,9.5
FANG,2,100.0,1570.13,785.06,14.18,23.19,5.16,21.5
FBRX,9,88.9,116058427.5,12895380.83,43.98,271.97,-2.17,11.7
FCAP,2,50.0,154510.28,77255.14,6.12,16.86,-4.62,12.0
FCNCA,1,100.0,5353.24,5353.24,17.11,17.11,17.11,19.0
FEIM,6,83.3,5300216.35,883369.39,15.19,64.4,-1.56,12.5
FET,3,66.7,-1345025.97,-448341.99,5.2,17.64,-10.53,14.3
FIX,2,100.0,56493.66,28246.83,5.78,10.01,1.54,5.0
FLEX,2,100.0,10761034.46,5380517.23,18.24,33.99,2.49,7.5
FLR,1,100.0,1153.89,1153.89,16.19,16.19,16.19,5.0
FLXS,4,100.0,113590.17,28397.54,11.46,24.84,2.12,13.2
FN,1,100.0,1742.07,1742.07,2.78,2.78,2.78,10.0
FNV,1,100.0,208823.76,208823.76,16.49,16.49,16.49,9.0
FORM,3,100.0,11764027.17,3921342.39,27.48,61.21,2.49,25.7
FRHC,1,100.0,187859.0,187859.0,11.59,11.59,11.59,5.0
FSLR,6,100.0,89761.1,14960.18,21.86,28.17,12.09,28.2
FTAI,6,100.0,203225.96,33870.99,15.25,20.6,5.07,29.2
FTI,4,100.0,9661.05,2415.26,9.04,12.35,5.65,12.2
FTNT,3,33.3,-1263806.84,-421268.95,-1.35,3.36,-6.53,3.7
FUTU,5,80.0,1342603.42,268520.68,9.2,27.51,-18.48,16.4
GE,3,100.0,9857.06,3285.69,5.47,8.91,3.59,14.7
GEV,2,50.0,478319.83,239159.92,7.68,17.6,-2.25,12.5
GFF,1,100.0,2220.01,2220.01,23.24,23.24,23.24,20.0
GH,4,75.0,1031054.83,257763.71,8.18,18.48,-0.93,15.8
GHM,3,33.3,-10085.71,-3361.9,0.26,6.3,-3.81,11.3
GILD,2,0.0,-79244.07,-39622.04,-3.08,-0.53,-5.62,5.0
GLW,2,100.0,5364343.17,2682171.58,17.27,32.04,2.5,7.0
GPOR,1,100.0,664.31,664.31,1.01,1.01,1.01,15.0
GRAL,2,100.0,2526408.09,1263204.04,26.91,45.13,8.68,24.5
GRBK,1,100.0,15414.17,15414.17,52.17,52.17,52.17,43.0
GRVY,1,0.0,-1906.79,-1906.79,-7.23,-7.23,-7.23,4.0
GSAT,8,87.5,3075505.67,384438.21,12.16,43.53,-10.1,13.6
GSHD,1,100.0,3024.63,3024.63,4.87,4.87,4.87,5.0
HAL,3,100.0,2262.0,754.0,11.14,20.42,3.82,22.3
HALO,2,50.0,-19511.39,-9755.7,-1.55,2.15,-5.24,9.5
HCC,1,100.0,2493.61,2493.61,42.49,42.49,42.49,53.0
HCI,6,83.3,269164.54,44860.76,14.36,41.78,-0.99,10.5
HIFS,1,0.0,-20846.83,-20846.83,-6.23,-6.23,-6.23,5.0
HNGE,3,33.3,-2603033.6,-867677.87,-1.84,2.6,-5.04,5.7
HOOD,11,72.7,3343105.94,303918.72,22.16,205.06,-24.01,18.6
HOV,7,100.0,168373.56,24053.37,28.56,67.17,8.51,17.7
HPE,3,33.3,-592862.84,-197620.95,-0.27,13.11,-10.72,7.7
HQY,2,50.0,140.54,70.27,0.85,3.0,-1.29,7.0
HRI,1,100.0,1609.78,1609.78,40.26,40.26,40.26,49.0
HUBS,1,100.0,43.33,43.33,1.0,1.0,1.0,5.0
HURN,1,100.0,1496.13,1496.13,14.65,14.65,14.65,33.0
HUT,9,77.8,11303314.9,1255923.88,16.52,52.49,-16.75,18.6
HWKN,1,100.0,23315.46,23315.46,6.97,6.97,6.97,29.0
HWM,1,100.0,254168.18,254168.18,14.23,14.23,14.23,10.0
ICHR,5,60.0,17304623.62,3460924.72,15.99,51.96,-14.77,23.0
ICUI,1,100.0,139037.7,139037.7,44.91,44.91,44.91,34.0
IDCC,1,100.0,85522.15,85522.15,7.14,7.14,7.14,10.0
IDT,2,100.0,1097.41,548.71,13.25,20.75,5.76,19.5
IESC,7,100.0,304669.33,43524.19,13.33,41.51,1.56,16.0
IFS,2,50.0,11.79,5.89,0.11,0.23,-0.01,7.0
IMO,5,80.0,718.96,143.79,2.89,12.76,-9.75,10.6
IMOS,3,33.3,486859.9,162286.63,2.87,12.04,-2.3,8.0
INBX,6,83.3,31212720.5,5202120.08,44.85,165.73,-0.98,20.8
INOD,11,72.7,779239.1,70839.92,19.72,98.2,-18.71,28.3
INSM,5,60.0,1187583.16,237516.63,10.83,27.4,-0.67,23.0
INSW,4,75.0,7695.83,1923.96,19.99,82.01,-4.15,29.2
INTC,3,66.7,14802887.71,4934295.9,19.64,58.24,-16.81,17.7
IONS,3,100.0,624612.05,208204.02,12.43,23.38,0.3,8.3
IPAR,2,100.0,5499.89,2749.95,11.92,15.75,8.09,24.5
IPGP,1,100.0,2941021.14,2941021.14,23.2,23.2,23.2,9.0
IRM,1,100.0,31172.14,31172.14,9.31,9.31,9.31,10.0
IRMD,3,66.7,5908.58,1969.53,10.09,22.03,-9.24,6.7
IRON,3,100.0,26249.11,8749.7,30.23,84.32,1.43,38.7
IRTC,6,83.3,777400.68,129566.78,17.21,43.32,-7.33,23.2
IT,1,0.0,-47.83,-47.83,-1.2,-1.2,-1.2,5.0
ITRN,1,0.0,-59064.03,-59064.03,-4.79,-4.79,-4.79,5.0
JBL,3,33.3,279718.36,93239.45,3.11,15.41,-3.4,9.7
JXN,2,50.0,15298.93,7649.47,1.26,5.14,-2.61,7.0
KFRC,2,100.0,2011475.14,1005737.57,2.46,3.69,1.23,5.0
KNSA,3,66.7,2481.92,827.31,6.23,18.21,-1.51,8.3
KNTK,1,100.0,205.84,205.84,5.22,5.22,5.22,5.0
KRYS,1,100.0,2299.54,2299.54,6.43,6.43,6.43,14.0
KYMR,3,33.3,-415080.77,-138360.26,2.56,17.18,-5.9,14.3
LASR,5,80.0,3831295.03,766259.01,30.14,130.25,-2.0,26.2
LB,1,100.0,146923.05,146923.05,11.67,11.67,11.67,5.0
LEU,13,61.5,4243046.63,326388.2,24.13,121.89,-16.84,20.6
LITE,5,100.0,22142411.4,4428482.28,43.76,100.85,7.15,32.6
LLY,3,33.3,-332.13,-110.71,-0.47,1.69,-2.23,9.7
LMB,11,81.8,735980.16,66907.29,18.08,51.74,-3.46,26.5
LMND,3,33.3,59321.83,19773.94,4.53,20.15,-3.72,12.7
LNG,1,0.0,-387.13,-387.13,-2.68,-2.68,-2.68,5.0
LNTH,5,100.0,118639.84,23727.97,19.61,41.92,2.22,32.0
LQDA,12,75.0,1118240.25,93186.69,17.83,93.95,-16.19,17.7
LRCX,1,100.0,2539913.25,2539913.25,23.64,23.64,23.64,19.0
LRN,4,100.0,490106.99,122526.75,17.3,28.9,2.83,14.8
LSCC,1,100.0,1477.6,1477.6,5.97,5.97,5.97,15.0
MAN,2,100.0,20814212.54,10407106.27,25.14,42.3,7.98,16.5
MATX,2,100.0,1039.65,519.83,9.04,12.85,5.23,5.0
MBX,5,80.0,8999833.57,1799966.71,15.36,34.54,-8.29,22.2
MCB,3,33.3,32.11,10.7,0.65,8.01,-4.02,9.7
MCK,1,100.0,2.39,2.39,0.02,0.02,0.02,9.0
MCY,1,100.0,17109.96,17109.96,7.46,7.46,7.46,5.0
MDB,2,50.0,2912.5,1456.25,1.98,8.68,-4.71,21.5
MDGL,5,40.0,2225.0,445.0,3.27,18.87,-9.53,22.8
MEDP,1,100.0,1241.56,1241.56,7.73,7.73,7.73,5.0
MEOH,1,100.0,1789329.28,1789329.28,12.27,12.27,12.27,5.0
META,5,80.0,17421.7,3484.34,10.1,33.72,-1.76,14.2
MIRM,5,100.0,20429.45,4085.89,9.51,24.99,1.12,7.6
MKSI,1,100.0,1759397.26,1759397.26,15.72,15.72,15.72,19.0
MKTX,1,100.0,1644.35,1644.35,6.64,6.64,6.64,5.0
MMM,1,0.0,-7259.15,-7259.15,-2.17,-2.17,-2.17,5.0
MNPR,14,71.4,4388138.69,313438.48,33.52,353.13,-30.8,16.1
MOD,11,90.9,134709.37,12246.31,21.63,69.85,-9.35,27.5
MOS,3,66.7,1532.5,510.83,7.94,24.18,-9.81,18.0
MPC,2,100.0,3090326.85,1545163.43,13.07,19.01,7.13,18.0
MPTI,4,50.0,10977.7,2744.42,2.1,21.08,-25.35,15.2
MRNA,5,60.0,-5671269.9,-1134253.98,-5.25,7.09,-21.84,8.2
MRVL,4,50.0,-2615882.71,-653970.68,6.73,26.36,-7.51,16.5
MSGE,1,100.0,4373.2,4373.2,15.75,15.75,15.75,5.0
MSTR,11,90.9,930916.28,84628.75,25.15,99.23,-6.0,24.4
MT,1,100.0,107029.53,107029.53,8.93,8.93,8.93,5.0
MTDR,4,50.0,690.47,172.62,5.35,20.61,-3.46,12.5
MTH,1,0.0,-594.28,-594.28,-2.01,-2.01,-2.01,5.0
MU,7,71.4,19083388.18,2726198.31,18.64,59.72,-6.2,22.6
MUSA,2,100.0,1305.43,652.71,7.39,8.8,5.98,12.5
MXL,6,66.7,30194344.9,5032390.82,27.87,144.86,-35.17,20.8
NBIS,9,66.7,-8556114.56,-950679.4,10.38,73.92,-18.91,12.9
NBR,5,80.0,1280807.99,256161.6,4.79,11.42,-6.4,12.6
NET,7,71.4,658270.49,94038.64,16.88,56.7,-8.13,15.7
NFLX,2,50.0,169463.08,84731.54,4.87,12.13,-2.4,7.5
NKTR,7,71.4,12146601.78,1735228.83,37.13,152.29,-12.49,25.7
NMM,4,100.0,56708.92,14177.23,8.86,25.77,1.78,9.8
NRG,4,75.0,125440.26,31360.07,1.83,5.51,-5.03,12.0
NRP,8,62.5,5495.13,686.89,5.79,20.44,-4.17,19.9
NSIT,2,0.0,-2638218.7,-1319109.35,-2.69,-0.63,-4.76,3.5
NTNX,4,50.0,26993.39,6748.35,6.88,24.49,-0.63,9.8
NTR,1,100.0,1109.18,1109.18,17.02,17.02,17.02,39.0
NTRA,3,66.7,19397.3,6465.77,2.28,10.14,-5.71,6.7
NUE,1,0.0,-489.32,-489.32,-5.93,-5.93,-5.93,5.0
NUTX,8,62.5,2736389.83,342048.73,34.1,185.95,-9.48,25.0
NVDA,9,88.9,160423.69,17824.85,18.09,90.83,-1.13,26.1
NVMI,2,100.0,39464.13,19732.07,7.99,8.73,7.25,7.0
NXT,3,66.7,484282.4,161427.47,7.79,20.94,-6.17,4.7
ODC,3,66.7,94778.2,31592.73,9.75,26.01,-4.05,19.0
OII,1,100.0,4760.88,4760.88,24.4,24.4,24.4,56.0
OKTA,2,50.0,-857328.18,-428664.09,3.96,10.18,-2.27,6.0
OLLI,1,0.0,-1180.98,-1180.98,-12.82,-12.82,-12.82,10.0
ON,1,0.0,-792.61,-792.61,-14.68,-14.68,-14.68,38.0
ONC,2,100.0,150170.36,75085.18,8.94,10.88,7.0,7.0
ONTO,3,66.7,3177343.53,1059114.51,3.49,15.78,-5.68,6.3
ORKA,12,75.0,16781316.27,1398443.02,22.72,82.81,-13.75,16.8
OVV,6,66.7,-360.74,-60.12,0.75,10.5,-18.28,10.8
OXY,4,100.0,7038.59,1759.65,23.99,66.25,5.23,35.0
P,2,100.0,7854.31,3927.16,6.69,10.31,3.06,7.0
PANW,4,25.0,-10128178.1,-2532044.52,-5.56,6.09,-11.2,4.5
PARR,5,80.0,4578122.75,915624.55,17.66,42.04,-2.12,17.0
PAYC,1,100.0,1928446.03,1928446.03,4.45,4.45,4.45,7.0
PBF,11,72.7,6908668.92,628060.81,13.76,54.99,-21.73,20.5
PCTY,1,0.0,-44.36,-44.36,-1.11,-1.11,-1.11,10.0
PCVX,2,50.0,-922.6,-461.3,15.82,33.37,-1.72,40.5
PDD,4,75.0,20514.29,5128.57,11.54,24.23,-3.13,24.2
PDEX,5,80.0,906577.42,181315.48,17.75,43.37,-9.53,16.2
PDFS,4,75.0,4716.4,1179.1,10.27,20.37,-1.4,13.0
PDS,4,75.0,4814.94,1203.73,21.4,60.23,-11.39,26.8
PEN,3,100.0,4119.99,1373.33,4.93,9.01,1.79,6.7
PENG,4,50.0,965933.61,241483.4,4.84,22.1,-12.15,18.8
PFE,1,100.0,510.98,510.98,9.27,9.27,9.27,5.0
PHM,1,100.0,1298.79,1298.79,4.4,4.4,4.4,10.0
PI,8,87.5,1283586.04,160448.25,16.03,47.78,-7.07,21.6
PKX,4,75.0,9242.69,2310.67,5.42,17.49,-6.89,8.8
PLMR,4,100.0,356582.36,89145.59,10.35,17.09,0.27,19.2
PLPC,4,50.0,3567.82,891.95,2.28,37.5,-24.7,18.0
PLTR,11,81.8,1840554.66,167323.15,26.99,89.1,-7.5,29.2
PM,1,100.0,36869.15,36869.15,2.8,2.8,2.8,4.0
POWL,13,84.6,15027608.41,1155969.88,29.47,90.84,-2.44,20.5
PRAX,7,71.4,24132712.72,3447530.39,72.35,434.74,-10.49,30.1
PTCT,5,60.0,-38503.15,-7700.63,4.67,16.61,-5.55,9.0
PTGX,7,71.4,38714.3,5530.61,14.98,66.35,-14.96,18.7
PVLA,6,66.7,5905130.57,984188.43,30.65,173.95,-7.84,31.7
RCL,1,0.0,-446.52,-446.52,-1.91,-1.91,-1.91,14.0
RDDT,1,100.0,225849.01,225849.01,7.67,7.67,7.67,5.0
RDNT,1,100.0,9708.66,9708.66,4.22,4.22,4.22,5.0
RDVT,3,66.7,-96036.12,-32012.04,1.33,5.12,-5.45,14.0
RGEN,1,0.0,-116.51,-116.51,-2.91,-2.91,-2.91,5.0
RGLD,1,100.0,190366.68,190366.68,15.03,15.03,15.03,9.0
RKLB,9,77.8,3860852.58,428983.62,43.31,296.88,-11.33,23.9
RMBS,3,100.0,13190.73,4396.91,15.3,24.57,10.55,12.7
ROKU,1,100.0,504.47,504.47,0.66,0.66,0.66,5.0
ROOT,15,66.7,1193204.22,79546.95,20.24,188.03,-21.45,18.4
RRR,2,100.0,408.17,204.08,5.25,5.97,4.54,5.0
RVMD,5,80.0,4100756.09,820151.22,6.8,24.98,-1.67,9.8
RYTM,5,100.0,151157.13,30231.43,36.08,78.27,3.0,42.0
SANM,1,100.0,679.22,679.22,3.76,3.76,3.76,14.0
SBR,8,62.5,343.36,42.92,0.0,21.58,-16.11,12.6
SDS,3,66.7,153585.63,51195.21,4.21,11.83,-5.33,11.0
SE,9,66.7,344452.82,38272.54,4.77,17.05,-4.16,6.4
SEI,8,75.0,483615.45,60451.93,10.28,39.16,-9.9,17.1
SENEA,1,0.0,-95504.12,-95504.12,-7.37,-7.37,-7.37,5.0
SEZL,9,66.7,11911907.52,1323545.28,29.66,184.69,-19.23,17.0
SFM,4,50.0,116518.13,29129.53,3.41,12.86,-3.01,8.5
SGI,1,100.0,817.61,817.61,3.84,3.84,3.84,5.0
SHOP,2,100.0,10649.77,5324.89,19.1,30.51,7.69,10.0
SIG,2,100.0,717.72,358.86,7.5,8.93,6.07,5.0
SII,3,66.7,1353540.42,451180.14,3.45,9.16,-0.58,6.3
SIMO,2,50.0,19962181.47,9981090.73,51.24,118.74,-16.26,28.5
SITM,4,75.0,4950241.16,1237560.29,12.27,27.8,-7.21,20.8
SKY,1,0.0,-369.14,-369.14,-6.97,-6.97,-6.97,5.0
SKYW,4,100.0,31501.26,7875.32,19.11,42.21,3.31,26.5
SLB,1,100.0,307.34,307.34,5.68,5.68,5.68,5.0
SLG,1,100.0,7267.61,7267.61,9.13,9.13,9.13,5.0
SLGL,11,54.5,15402127.45,1400193.4,29.62,179.19,-10.27,16.2
SMCI,14,71.4,128377.21,9169.8,19.23,114.15,-21.26,21.1
SMTC,4,75.0,-35063.27,-8765.82,6.2,16.68,-13.14,14.2
SN,1,100.0,5707.37,5707.37,1.4,1.4,1.4,10.0
SNDK,4,50.0,6950678.79,1737669.7,16.91,79.05,-27.5,20.5
SNEX,2,100.0,195902.47,97951.24,10.18,13.61,6.75,23.5
SNOW,2,100.0,8814133.44,4407066.72,9.98,16.43,3.54,1.5
SPHR,5,80.0,5996367.12,1199273.42,10.23,17.31,-0.08,6.2
SPOT,4,50.0,281677.41,70419.35,4.36,12.7,-5.76,14.5
SPSC,1,100.0,426.31,426.31,10.66,10.66,10.66,25.0
SQM,8,87.5,7838.61,979.83,10.65,24.79,-13.38,11.5
STLD,1,100.0,1264.37,1264.37,5.94,5.94,5.94,5.0
STM,1,100.0,6304950.82,6304950.82,20.08,20.08,20.08,23.0
STNG,3,100.0,10093.25,3364.42,33.74,51.19,24.72,59.3
STRL,9,66.7,2452476.98,272497.44,2.96,13.41,-7.36,10.9
STRT,4,50.0,-161866.95,-40466.74,-0.32,8.19,-9.39,6.0
STX,10,70.0,15238491.34,1523849.13,10.95,59.2,-15.38,12.5
SU,1,100.0,1556.25,1556.25,17.88,17.88,17.88,43.0
SYNA,2,50.0,939.7,469.85,10.72,27.09,-5.65,24.0
SYRE,10,70.0,6208747.44,620874.74,17.42,67.09,-15.66,24.3
TARS,4,75.0,31892.2,7973.05,4.99,16.7,-9.14,12.0
