symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
AAOI,29,89.7,2762431762.01,95256267.66,74.82,241.11,-21.83,21.6
ABVX,10,100.0,830770722.02,83077072.2,192.14,575.89,12.58,31.4
ACLS,4,100.0,23968.36,5992.09,8.72,19.01,4.04,15.0
ACMR,4,100.0,5456930.96,1364232.74,13.63,40.03,1.12,6.2
AEHR,30,83.3,1023294018.95,34109800.63,19.81,82.04,-18.99,12.3
AEM,1,100.0,8791008.86,8791008.86,19.13,19.13,19.13,9.0
AFRM,6,100.0,555750.87,92625.15,38.06,63.31,7.19,17.2
AGL,12,91.7,6194664597.12,516222049.76,123.7,220.94,-6.81,23.6
AGX,5,80.0,183302296.68,36660459.34,4.51,16.12,-15.82,6.8
AGYS,2,100.0,16276.05,8138.02,20.68,20.79,20.58,11.5
ALAB,2,100.0,58220890.95,29110445.47,15.45,29.56,1.34,5.0
ALNY,2,100.0,570358.7,285179.35,7.16,10.86,3.46,5.0
AMBA,4,100.0,3494.97,873.74,8.6,12.87,4.41,6.0
AMD,1,100.0,1357.82,1357.82,8.33,8.33,8.33,4.0
AMR,26,88.5,74268.42,2856.48,42.57,154.88,-17.95,30.4
ANAB,3,100.0,63799667.9,21266555.97,5.76,10.26,2.42,5.0
ANET,1,100.0,524.84,524.84,3.43,3.43,3.43,5.0
ANF,13,84.6,771796.86,59368.99,40.38,108.42,-3.65,56.2
APA,4,100.0,3559.75,889.94,4.57,7.85,1.89,10.8
APP,19,94.7,29149668.73,1534193.09,55.21,127.44,-5.69,32.6
ARM,1,0.0,-430292361.22,-430292361.22,-7.68,-7.68,-7.68,4.0
ARWR,7,85.7,373213968.14,53316281.16,34.27,55.56,-9.12,12.4
ASTS,16,93.8,179610768.06,11225673.0,55.29,330.83,-16.95,21.2
ATEX,7,71.4,2124038643.48,303434091.93,14.22,37.84,-4.6,7.7
ATLC,3,100.0,1190.59,396.86,11.29,24.88,3.77,11.7
ATRO,2,100.0,13358956.26,6679478.13,14.08,17.72,10.44,19.0
AU,6,100.0,16630290.27,2771715.04,14.45,28.82,4.72,6.2
AXSM,5,60.0,903.17,180.63,9.64,39.89,-15.46,14.4
BABA,2,100.0,5100311.86,2550155.93,6.19,6.24,6.14,5.0
BAND,8,100.0,3679938057.25,459992257.16,64.55,140.9,9.44,16.9
BANF,2,100.0,1441.19,720.6,6.02,8.73,3.3,13.5
