symbol,trades,win_rate_pct,net_pnl_usd,avg_net_pnl_usd,avg_return_pct,best_trade_pct,worst_trade_pct,avg_hold_days
HRI,3,100.0,1483.44,494.48,29.54,34.2,26.14,21.3
HUBS,1,100.0,50.98,50.98,1.05,1.05,1.05,5.0
HURN,3,100.0,1556.29,518.76,10.2,14.07,7.78,20.0
HUT,23,87.0,23853483.85,1037107.99,20.44,52.57,-16.71,13.4
HWKN,3,100.0,30447.11,10149.04,9.95,16.02,5.71,18.0
HWM,3,100.0,349309.15,116436.38,10.55,14.29,6.2,6.7
ICHR,12,91.7,38291351.84,3190945.99,25.31,53.62,-2.27,18.2
ICUI,4,100.0,176542.63,44135.66,33.8,42.46,24.59,19.5
IDCC,3,100.0,128271.13,42757.04,4.6,7.19,2.12,6.7
IDT,6,100.0,1248.41,208.07,16.48,27.46,4.69,12.3
IESC,16,100.0,563187.98,35199.25,14.98,41.58,0.23,12.0
IFS,2,100.0,19.63,9.82,0.16,0.28,0.04,7.0
IMO,6,83.3,837.16,139.53,3.79,12.48,-9.71,9.7
IMOS,3,33.3,729991.25,243330.42,2.88,12.09,-2.25,8.0
INBX,15,86.7,38272287.3,2551485.82,55.66,170.95,-12.07,19.9
INOD,30,83.3,1525723.2,50857.44,22.84,126.35,-23.81,19.9
INSM,12,83.3,2509058.37,209088.2,12.71,37.51,-5.33,16.2
INSW,14,92.9,12904.46,921.75,35.06,75.93,-4.11,35.4
INTC,7,85.7,19565515.15,2795073.59,31.23,85.06,-16.57,11.3
IONS,3,100.0,1196345.55,398781.85,12.38,23.44,0.35,8.3
IPAR,5,100.0,4681.32,936.26,10.4,17.88,0.49,13.8
IPGP,1,100.0,5146055.22,5146055.22,23.26,23.26,23.26,9.0
IRM,2,100.0,38786.77,19393.38,7.01,9.37,4.65,7.5
IRMD,4,75.0,6950.76,1737.69,12.11,22.09,-9.2,6.2
IRON,12,91.7,25266.22,2105.52,37.25,91.89,-3.33,29.5
IRTC,14,100.0,987373.34,70526.67,21.71,43.03,1.37,20.9
IT,1,0.0,-45.88,-45.88,-1.15,-1.15,-1.15,5.0
ITRN,1,0.0,-90727.35,-90727.35,-4.74,-4.74,-4.74,5.0
JBL,6,100.0,514140.35,85690.06,19.23,26.78,11.59,10.5
JXN,4,75.0,39144.21,9786.05,2.55,5.19,-2.56,6.0
KFRC,2,100.0,4287265.26,2143632.63,2.52,3.75,1.28,5.0
KNSA,7,71.4,-741184.22,-105883.46,9.04,23.86,-1.46,7.1
KNTK,1,100.0,240.22,240.22,5.27,5.27,5.27,5.0
KRYS,1,100.0,2875.99,2875.99,6.37,6.37,6.37,14.0
KYMR,4,50.0,-901463.45,-225365.86,8.4,32.97,-5.86,13.0
LASR,14,92.9,6953703.7,496693.12,37.54,87.3,-3.31,31.0
LB,3,100.0,517876.09,172625.36,12.18,21.93,5.47,6.7
LEU,34,85.3,5596443.98,164601.29,41.71,131.64,-18.93,19.7
LITE,17,94.1,38152457.5,2244262.21,55.77,120.37,-0.68,20.6
LLY,4,75.0,1722.53,430.63,2.56,8.35,-0.81,9.5
LMB,31,93.5,1213699.33,39151.59,20.29,54.89,-2.67,19.0
LMND,4,75.0,368799.34,92199.84,15.87,50.86,-2.78,12.0
LNG,2,100.0,1334.38,667.19,10.62,12.09,9.14,7.5
LNTH,16,87.5,176008.42,11000.53,16.38,59.84,-12.18,23.4
LOGI,1,100.0,2922.4,2922.4,3.85,3.85,3.85,5.0
LQDA,25,88.0,-3635699.78,-145427.99,21.12,78.24,-16.15,15.4
LRCX,3,100.0,4065301.76,1355100.59,17.18,23.7,11.23,12.7
LRN,8,100.0,794561.27,99320.16,17.2,26.9,2.85,12.2
LSCC,2,100.0,1828.6,914.3,4.89,6.0,3.79,10.0
LVS,1,100.0,1417.31,1417.31,5.67,5.67,5.67,5.0
MAN,7,100.0,43351017.22,6193002.46,22.07,41.39,3.42,11.1
MATX,2,100.0,1184.41,592.21,9.09,12.9,5.28,5.0
MBX,15,86.7,18619382.8,1241292.19,15.8,58.74,-11.78,15.6
MCB,4,50.0,71.6,17.9,1.21,8.06,-3.97,8.5
MCK,2,50.0,-14790.19,-7395.1,-0.33,0.07,-0.74,7.0
MCY,1,100.0,18950.67,18950.67,7.52,7.52,7.52,5.0
MDB,2,50.0,4411.89,2205.94,1.68,8.04,-4.67,21.5
MDGL,7,85.7,8076.3,1153.76,11.53,24.91,-3.04,22.9
MEDP,1,100.0,1413.37,1413.37,7.78,7.78,7.78,5.0
MEOH,1,100.0,3466500.07,3466500.07,12.33,12.33,12.33,5.0
META,8,87.5,22664.64,2833.08,11.37,29.44,-1.71,14.2
MHO,3,66.7,-2011.32,-670.44,-0.38,3.03,-4.48,5.0
MIRM,7,85.7,25353.86,3621.98,6.62,25.05,-7.61,6.9
MKSI,2,100.0,3121060.55,1560530.28,16.21,16.69,15.74,14.5
MKTX,1,100.0,1935.62,1935.62,6.69,6.69,6.69,5.0
MMM,2,50.0,-8725.16,-4362.58,-1.02,0.08,-2.12,5.0
MNPR,31,87.1,9819481.98,316757.48,50.04,235.53,-30.77,16.2
MOD,31,93.5,158516.37,5113.43,26.04,62.32,-7.75,23.3
MOS,7,100.0,2489.32,355.62,20.96,40.53,6.36,19.1
MPC,6,83.3,6163376.55,1027229.42,7.34,22.91,-14.1,13.2
