date,equity,positions
2021-09-21,100019.27,25
2021-09-22,103587.72,25
2021-09-23,106612.73,25
2021-09-24,105722.85,25
2021-09-27,104326.4,25
2021-09-28,101768.62,25
2021-09-29,101601.69,25
2021-09-30,102406.93,25
2021-10-01,105220.23,25
2021-10-04,105242.69,25
2021-10-05,107104.45,25
2021-10-06,107166.64,25
2021-10-07,110360.13,25
2021-10-08,112334.68,25
2021-10-11,113261.71,25
2021-10-12,115088.47,25
2021-10-13,116557.0,25
2021-10-14,117698.73,25
2021-10-15,118528.35,25
2021-10-18,121046.52,25
2021-10-19,119405.1,25
2021-10-20,121181.52,25
2021-10-21,122276.84,25
2021-10-22,122427.59,25
2021-10-25,123694.72,25
2021-10-26,124095.7,25
2021-10-27,120635.38,25
2021-10-28,125012.34,25
2021-10-29,127829.56,25
2021-11-01,130954.41,25
2021-11-02,140048.23,25
2021-11-03,141920.08,25
2021-11-04,142686.79,25
2021-11-05,145530.53,25
2021-11-08,147117.28,25
2021-11-09,144463.2,25
2021-11-10,140707.37,25
2021-11-11,147215.47,25
2021-11-12,149190.81,25
2021-11-15,147345.92,25
2021-11-16,149940.42,25
2021-11-17,147927.83,25
2021-11-18,149666.18,25
2021-11-19,149677.15,25
2021-11-22,147584.53,25
2021-11-23,147976.44,25
2021-11-24,149156.27,25
2021-11-26,145402.38,25
2021-11-29,148491.91,25
2021-11-30,143001.63,25
2021-12-01,140787.3,25
2021-12-02,143349.43,25
2021-12-03,141176.57,25
2021-12-06,140266.82,25
2021-12-07,146992.43,25
2021-12-08,148466.3,25
2021-12-09,145472.43,25
2021-12-10,146070.63,25
2021-12-13,139732.66,25
2021-12-14,138191.93,25
2021-12-15,144077.12,25
2021-12-16,139561.47,25
2021-12-17,141247.81,25
2021-12-20,140002.79,25
2021-12-21,147228.61,25
2021-12-22,150599.72,25
2021-12-23,152985.01,25
2021-12-27,158009.26,25
2021-12-28,155055.05,25
2021-12-29,156858.1,25
2021-12-30,156317.85,25
2021-12-31,157652.29,25
2022-01-03,157968.6,25
2022-01-04,159173.05,25
2022-01-05,153979.83,25
2022-01-06,157259.95,25
2022-01-07,153602.46,25
2022-01-10,153349.26,25
2022-01-11,157560.73,25
2022-01-12,158279.73,25
2022-01-13,157404.7,25
2022-01-14,161326.29,25
2022-01-18,156291.72,25
2022-01-19,152079.9,25
2022-01-20,147851.2,25
2022-01-21,142509.64,25
2022-01-24,141937.19,25
2022-01-25,148807.29,25
2022-01-26,149278.26,25
2022-01-27,149861.09,25
2022-01-28,152255.18,25
2022-01-31,152281.12,25
2022-02-01,159224.68,25
2022-02-02,159218.71,25
2022-02-03,159003.95,25
2022-02-04,162113.53,25
2022-02-07,162834.79,25
2022-02-08,162931.71,25
2022-02-09,165607.97,25
2022-02-10,165490.34,25
2022-02-11,168933.61,25
2022-02-14,166302.19,25
2022-02-15,167186.76,25
2022-02-16,168366.99,25
2022-02-17,167429.76,25
2022-02-18,166102.62,25
2022-02-22,163301.11,25
2022-02-23,161290.84,25
2022-02-24,163936.25,25
2022-02-25,168116.52,25
2022-02-28,172742.5,25
2022-03-01,175499.56,25
2022-03-02,182305.99,25
2022-03-03,184230.95,25
2022-03-04,190103.68,25
2022-03-07,189163.73,25
2022-03-08,192298.19,25
2022-03-09,195157.62,25
2022-03-10,203986.13,25
2022-03-11,201375.94,25
2022-03-14,190230.86,25
2022-03-15,187825.42,25
2022-03-16,189362.99,25
2022-03-17,198655.9,25
2022-03-18,200328.5,25
2022-03-21,206546.25,25
2022-03-22,205936.62,25
2022-03-23,211113.28,25
2022-03-24,212139.33,25
2022-03-25,216913.62,25
2022-03-28,211318.7,25
2022-03-29,212404.15,25
2022-03-30,214033.9,25
2022-03-31,214928.57,25
2022-04-01,219615.13,25
2022-04-04,219550.62,25
2022-04-05,215165.17,25
2022-04-06,216520.72,25
2022-04-07,219159.26,25
2022-04-08,224642.12,25
2022-04-11,218808.67,25
2022-04-12,224262.0,25
2022-04-13,233167.23,25
2022-04-14,236132.39,25
2022-04-18,238609.46,25
